dataset,config,feature_map,reps,entanglement,optimization,optimization_level,optimization_name,optimization_description,run,seed,gpu_id,accuracy,f1_score,mcc,training_time,circuit_depth,total_gates,two_qubit_gates
UNSW_NB15,10q_2p5k,ZZ,3,full,L3,3,L3,qiskit_heavy,8,4096,0,0.8906666666666667,0.891706168647425,0.7707267119401805,415.87295420700684,289,807,612
UNSW_NB15,10q_2p5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,9,5120,1,0.8946666666666667,0.8951025292904913,0.7741579675171772,466.94804516999284,370,930,735
UNSW_NB15,10q_2p5k,ZZ,3,full,L3,3,L3,qiskit_heavy,9,5120,2,0.8946666666666667,0.8951025292904913,0.7741579675171772,463.0605096819927,289,807,612
UNSW_NB15,10q_2p5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,10,6144,0,0.8546666666666667,0.8560888790022729,0.6945962705977545,355.4287015440059,370,930,735
UNSW_NB15,10q_2p5k,ZZ,3,full,L3,3,L3,qiskit_heavy,10,6144,1,0.8586666666666667,0.8594926679298983,0.6983841989261879,227.00692179700127,289,807,612
UNSW_NB15,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,1,42,0,0.8626666666666667,0.8637728203429401,0.7093425114194086,317.0579944390338,237,604,474
UNSW_NB15,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,1,42,1,0.8626666666666667,0.8637728203429401,0.7093425114194086,317.0517137880088,195,592,372
UNSW_NB15,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,2,123,2,0.884,0.8853188476278281,0.7592054600844044,317.2669909989927,237,604,474
UNSW_NB15,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,2,123,0,0.884,0.8853188476278281,0.7592054600844044,326.2636762600159,195,592,372
UNSW_NB15,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,3,456,1,0.884,0.8853763143238088,0.7600113099153378,325.9122068459983,237,604,474
UNSW_NB15,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,3,456,2,0.8653333333333333,0.8666511631121978,0.7172584653970288,316.9474449629779,195,592,372
UNSW_NB15,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,4,789,0,0.856,0.8581705799719045,0.7078811263279913,294.77607270900626,237,604,474
UNSW_NB15,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,4,789,1,0.856,0.8581705799719045,0.7078811263279913,332.25943325203843,195,592,372
UNSW_NB15,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,5,1024,2,0.8706666666666667,0.8714650129874904,0.7243966584815312,330.765128382016,237,604,474
UNSW_NB15,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,5,1024,0,0.8506666666666667,0.8513368493091439,0.6799296829066596,291.4195086180116,195,592,372
UNSW_NB15,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,6,2048,1,0.8866666666666667,0.8872913204036419,0.7580580820743626,326.0909680479672,237,604,474
UNSW_NB15,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,6,2048,2,0.884,0.8847160425764088,0.7529305912697682,328.09298182697967,195,592,372
UNSW_NB15,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,7,3072,0,0.8773333333333333,0.8785673579294268,0.743129073238057,285.9109740020358,237,604,474
UNSW_NB15,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,7,3072,1,0.8733333333333333,0.8745728761946414,0.7342551114964845,331.3883668879862,195,592,372
UNSW_NB15,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,8,4096,2,0.884,0.8855375648031386,0.7625574108708372,331.5238223299966,237,604,474
UNSW_NB15,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,8,4096,0,0.884,0.8855375648031386,0.7625574108708372,296.31470673397416,195,592,372
UNSW_NB15,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,9,5120,1,0.9,0.900617278083111,0.7871713106156527,334.3137699299841,237,604,474
UNSW_NB15,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,9,5120,2,0.9,0.900617278083111,0.7871713106156527,332.5845312969759,195,592,372
UNSW_NB15,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,10,6144,0,0.868,0.8687275378818888,0.7180576304803931,257.0149249859969,237,604,474
UNSW_NB15,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,10,6144,1,0.868,0.8687275378818888,0.7180576304803931,147.5894968850189,195,592,372
