dataset,model,entanglement,optimization_level,device,num_qubits,n_runs,mean_readout_error,aggregate_depth,accuracy_mean,accuracy_std,accuracy_ci95,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_ci95,f1_score_mean,f1_score_std,f1_score_ci95,mcc_mean,mcc_std,mcc_ci95,roc_auc_mean,roc_auc_std,roc_auc_ci95,g_mean_mean,g_mean_std,g_mean_ci95,total_time_mean,total_time_std,total_time_ci95,zz_reps,layout
IoT_Original_Distribution,QSVC,full,0,FakeKolkataV2,6,5,0.00655,266.0,0.9572,0.0026415483674878,0.0023154192324981,0.927435692702707,0.0135930593076027,0.0119148418165225,0.9591979701086528,0.0022665983068101,0.0019867610135517,0.7785885940646413,0.0118830603714422,0.0104159616623412,0.9700280243608408,0.0088086722750045,0.0077211416793837,0.926572807545417,0.0143498943090021,0.0125782369447875,584.8724392423871,275.2825715330699,241.29581284380595,4,best_healthy_path
IoT_Original_Distribution,QSVC,full,0,FakeSherbrooke,6,5,0.0309244791666666,721.0,0.9569333333333332,0.0059367031629048,0.0052037497591213,0.9228390712820754,0.0165525092596831,0.0145089140739157,0.9588510544545334,0.0049094161857438,0.004303293021895,0.7758526868697853,0.0198472344925306,0.0173968680723454,0.9696867220891456,0.0086362451817605,0.0075700026683344,0.9216203318070548,0.0177100498459459,0.0155235431334543,1283.1164634170011,166.47192444284445,145.9190754445683,4,best_healthy_path
IoT_Original_Distribution,QSVC,full,0,ideal,6,5,,246.0,0.9578666666666666,0.0041472882706655,0.0036352584502343,0.9189047015170728,0.0161649243889279,0.0141691809556365,0.959481616037996,0.0038628550481253,0.0033859417381358,0.775937817194167,0.0214287944501248,0.0187831664980089,0.9647206174753024,0.0123741906963562,0.0108464563729303,0.9174954055400292,0.0172743333628046,0.0151416207967677,464.1121362655889,10.78908341028925,9.45704857676623,4,best_healthy_path
IoT_Original_Distribution,QVE,full,0,FakeKolkataV2,6,5,0.00655,270.0,0.9493333333333333,0.0040276819911981,0.0035304189238357,0.944705900771844,0.0095708663265133,0.0083892342221818,0.953158094658388,0.0032450739601871,0.0028444327390612,0.7643010245538573,0.0115047508915336,0.0100843587826068,0.9753583934787258,0.0084693218847652,0.0074236879474033,0.9445983987576376,0.009643324777108,0.0084527468544428,650.080394358607,292.0212520007262,255.96791317650232,4,best_healthy_path
IoT_Original_Distribution,QVE,full,0,FakeSherbrooke,6,5,0.0309244791666666,725.0,0.9508,0.0082246242737552,0.0072092010344805,0.9455153194620576,0.0129016450645337,0.0113087905112618,0.954436969155708,0.0070990773690862,0.0062226156733243,0.7696977062828131,0.0310658083467155,0.0272303816217805,0.9749315047046484,0.0086106082952759,0.0075475309465374,0.9454209417567216,0.0129631797132864,0.0113627280090342,1301.1853847488062,207.41319901188348,181.8056848691353,4,best_healthy_path
IoT_Original_Distribution,QVE,full,0,ideal,6,5,,248.0,0.9564,0.0066766591778956,0.005852349803474,0.9447920091431434,0.0089529550926748,0.0078476111451957,0.9591117678477908,0.0058209755690896,0.0051023100505971,0.7869286167776273,0.0257918855345981,0.0226075844547159,0.9746570016543245,0.0084833122492163,0.0074359510425328,0.944644949175401,0.0090673851303222,0.0079479134955919,559.3810849761358,22.279104144000968,19.528495806763104,4,best_healthy_path
UNSW_2018_IoT_Botnet_Final_10_Best,QSVC,full,0,FakeKolkataV2,6,5,0.00655,266.0,0.9953333333333332,0.0008164965809277,0.0007156908084734,0.9805293453782769,0.0035138894430356,0.0030800598987382,0.9953067014123258,0.000807482232596,0.0007077893837815,0.972793683032588,0.0047051124791564,0.0041242129273091,0.9974831358766508,0.0018349260495469,0.001608383597145,0.9803501729488868,0.0035992118130653,0.0031548482535383,582.5995099560125,293.2575486214452,257.05157494394047,4,best_healthy_path
UNSW_2018_IoT_Botnet_Final_10_Best,QSVC,full,0,FakeSherbrooke,6,5,0.0309244791666666,721.0,0.9934666666666668,0.0011925695879999,0.0010453333333333,0.970113526856342,0.0069228239112249,0.0060681227058099,0.9933913869421608,0.0012173544922786,0.0010670582598003,0.9616954586077896,0.0070803642291792,0.0062062128829858,0.996950286264951,0.0023326892914767,0.0020446923158421,0.9696590474591048,0.0071544474570742,0.0062711496953436,1291.58401388661,166.78621133573267,146.1945600524869,4,best_healthy_path
UNSW_2018_IoT_Botnet_Final_10_Best,QSVC,full,0,ideal,6,5,,246.0,0.9944,0.0011155467020454,0.0009778197970769,0.9750086317514468,0.0074206612491047,0.0065044963724707,0.9943475341759004,0.0011353096390465,0.0009951427751402,0.967246153168492,0.0065555819695617,0.0057462209510767,0.99424996521533,0.0034471378572971,0.0030215495540779,0.9746850488730358,0.0076251741733505,0.0066837598544199,467.9630377771799,9.743260856409975,8.540344690198646,4,best_healthy_path
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,full,0,FakeKolkataV2,6,5,0.00655,270.0,0.9950666666666668,0.0016733200530681,0.0014667296956154,0.9910173098824536,0.0009248268532064,0.0008106464787852,0.99509751474318,0.0016450173493699,0.0014419212820042,0.9718739786938,0.0092480599937612,0.0081062819959702,0.999620718264786,0.0002742060668246,0.0002403522148629,0.9910043379284008,0.0009202200923094,0.0008066084748207,656.2873609899776,265.6128091009823,232.8198923630327,4,best_healthy_path
