dataset,config,method,accuracy_mean,accuracy_std,accuracy_ci95,f1_mean,f1_std,circuit_depth,total_gates,two_qubit_gates,n_runs,nisq_feasibility_score,estimated_circuit_fidelity,expected_noisy_accuracy
UNSW_NB15,6q_5k,none (baseline),0.8621111111111109,0.01514889911236888,0.005656691893687872,0.8627273693366239,0.013761821614633263,124,204,150,30,41.739100158228446,0.2919775039557112,0.6057282983768514
UNSW_NB15,6q_5k,qiskit_level3,0.8616222222222222,0.014807767800333983,0.005529311368333699,0.8621575805117272,0.013163679770477735,124,196,142,30,43.714204873877506,0.3113551218469376,0.6125929310625604
