status,dataset,model,device,entanglement,optimization_level,num_qubits,run_idx,seed,gpu_id,aggregate_depth,aggregate_two_qubit_gates,mean_readout_error,accuracy,balanced_accuracy,f1_score,mcc,roc_auc,g_mean,kernel_time,classifier_time,total_time
success,IoT_Original_Distribution,QSVC,FakeKolkataV2,full,3,10,9,6144,1,245,372,0.012177777777777777,0.9546666666666667,0.7827731092436975,0.9499222804485964,0.7000722940502295,0.961764705882353,0.7537023463481829,1858.564394432935,0.1778369719395414,1858.7422314048745
success,IoT_Original_Distribution,QSVC,FakeSherbrooke,full,3,10,0,42,2,505,390,0.04147699311023622,0.9066666666666666,0.5,0.8622843822843823,0.0,0.8535924369747899,0.0,1877.1633148599649,0.037378360982984304,1877.2006932209479
success,IoT_Original_Distribution,QSVC,FakeSherbrooke,full,3,10,1,123,0,505,390,0.04147699311023622,0.9066666666666666,0.5,0.8622843822843823,0.0,0.8266491596638655,0.0,2413.989861662034,0.07147842703852803,2414.0613400890725
success,IoT_Original_Distribution,QSVC,FakeSherbrooke,full,3,10,2,456,1,505,390,0.04147699311023622,0.9066666666666666,0.5,0.8622843822843823,0.0,0.8728151260504202,0.0,2407.4879928039154,0.13030279509257525,2407.618295599008
success,IoT_Original_Distribution,QSVC,FakeSherbrooke,full,3,10,3,789,2,505,390,0.04147699311023622,0.9066666666666666,0.5,0.8622843822843823,0.0,0.7604726890756301,0.0,2423.024155505933,0.03863294795155525,2423.0627884538844
success,IoT_Original_Distribution,QSVC,FakeSherbrooke,full,3,10,4,1024,0,505,390,0.04147699311023622,0.9066666666666666,0.5,0.8622843822843823,0.0,0.806060924369748,0.0,2472.4964169549057,0.039054219028912485,2472.5354711739346
success,IoT_Original_Distribution,QSVC,FakeSherbrooke,full,3,10,5,2048,1,505,390,0.04147699311023622,0.9066666666666666,0.5,0.8622843822843823,0.0,0.825546218487395,0.0,2383.800413766061,0.11177473596762866,2383.9121885020286
success,IoT_Original_Distribution,QSVC,FakeSherbrooke,full,3,10,6,3072,2,505,390,0.04147699311023622,0.9066666666666666,0.5,0.8622843822843823,0.0,0.855640756302521,0.0,2475.000591026037,0.04010810703039169,2475.0406991330674
success,IoT_Original_Distribution,QSVC,FakeSherbrooke,full,3,10,7,4096,0,505,390,0.04147699311023622,0.9066666666666666,0.5,0.8622843822843823,0.0,0.85234243697479,0.0,1836.6351748429006,0.03691088897176087,1836.6720857318724
success,IoT_Original_Distribution,QSVC,FakeSherbrooke,full,3,10,8,5120,1,505,390,0.04147699311023622,0.9066666666666666,0.5,0.8622843822843823,0.0,0.6998214285714286,0.0,2504.420908396947,0.046846322948113084,2504.4677547198953
success,IoT_Original_Distribution,QSVC,FakeSherbrooke,full,3,10,9,6144,2,505,390,0.04147699311023622,0.9066666666666666,0.5,0.8622843822843823,0.0,0.7957037815126051,0.0,2506.5749556299997,0.038590961950831115,2506.6135465919506
success,IoT_Original_Distribution,QVE,ideal,full,0,10,0,42,0,239,474,,0.9733333333333334,0.9404411764705882,0.9738221943438349,0.8491504451985009,0.9707142857142859,0.9395712413899538,384.71900743001606,3.363109005964361,388.0821164359804
