dataset,config,feature_map,reps,entanglement,optimization,optimization_level,optimization_name,optimization_description,run,seed,gpu_id,accuracy,f1_score,mcc,training_time,circuit_depth,total_gates,two_qubit_gates
UNSW_NB15,10q_5k,ZZ,2,full,L0,0,L0,baseline_unoptimized,30,26624,1,0.878,0.8792846337645218,0.7449486297651455,542.1065047630109,237,604,474
UNSW_NB15,10q_5k,ZZ,2,full,L3,3,L3,qiskit_heavy,30,26624,2,0.8906666666666667,0.8916500261809301,0.7698770327382213,271.8304615742527,195,592,372
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,1,42,0,0.8866666666666667,0.8878675406315926,0.7636933744314455,942.0288207768463,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,1,42,1,0.8866666666666667,0.8878675406315926,0.7636933744314455,878.7677171630785,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,2,123,2,0.872,0.8734872437682485,0.7342047275261364,942.8385730506852,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,2,123,0,0.872,0.8734872437682485,0.7342047275261364,848.306332022883,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,3,456,1,0.8653333333333333,0.8669415017250999,0.7203404147572421,934.6836151010357,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,3,456,2,0.872,0.8734968595736531,0.734034534545059,934.7941174912266,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,4,789,0,0.896,0.8967788813937431,0.7796306251135123,878.095141406171,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,4,789,1,0.896,0.8967788813937431,0.7796306251135123,941.0873045171611,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,5,1024,2,0.8826666666666667,0.8837891917843819,0.7535540600103942,940.059290561825,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,5,1024,0,0.8833333333333333,0.8844329537241218,0.7547919681447263,812.1560652791522,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,6,2048,1,0.8733333333333333,0.8749663469817099,0.7390018406496207,924.7025246280245,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,6,2048,2,0.8733333333333333,0.8749663469817099,0.7390018406496207,924.6470074136741,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,7,3072,0,0.8806666666666667,0.882135152129529,0.7534278825041921,870.3666158667766,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,7,3072,1,0.8806666666666667,0.882135152129529,0.7534278825041921,917.3449671911076,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,8,4096,2,0.874,0.8755200827631097,0.738899094363684,922.5670081749558,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,8,4096,0,0.874,0.8755200827631097,0.738899094363684,844.1328446380794,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,9,5120,1,0.8873333333333333,0.8884270564866976,0.7636603075036756,939.1162023749202,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,9,5120,2,0.8873333333333333,0.8884270564866976,0.7636603075036756,930.2284407620318,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,10,6144,0,0.8866666666666667,0.8877757313320476,0.7625828549955772,877.0020851898007,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,10,6144,1,0.8866666666666667,0.8877757313320476,0.7625828549955772,908.9464940759353,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,11,7168,2,0.8673333333333333,0.8692957840778324,0.7309569466037464,907.7214701715857,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,11,7168,0,0.876,0.8775881229529507,0.7447939869264646,840.4723017150536,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,12,8192,1,0.8673333333333333,0.8687302848040428,0.7223021431077803,934.2306548692286,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,12,8192,2,0.8846666666666667,0.885881101864821,0.7591026839259989,934.9000986092724,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,13,9216,0,0.8873333333333333,0.8878615714912211,0.7586167306500092,834.9978977669962,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,13,9216,1,0.8866666666666667,0.8872565899232565,0.7575976529238216,925.3562922738492,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,14,10240,2,0.8893333333333333,0.8903225634205807,0.7671968806214536,926.5283855488524,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,14,10240,0,0.8893333333333333,0.8903225634205807,0.7671968806214536,822.0671654092148,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,15,11264,1,0.8853333333333333,0.8862569179562412,0.7576674933624147,948.650626797229,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,15,11264,2,0.8853333333333333,0.886391167474297,0.7590339327827748,946.042957843747,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,16,12288,0,0.8646666666666667,0.8660180737934394,0.7158463076890852,875.9615554958582,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,16,12288,1,0.8646666666666667,0.8660180737934394,0.7158463076890852,911.5793661251664,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,17,13312,2,0.8713333333333333,0.8729367048752491,0.7342822546164407,910.1268664542586,370,930,735
UNSW_NB15,10q_5k,ZZ,3,full,L3,3,L3,qiskit_heavy,17,13312,0,0.8713333333333333,0.8729367048752491,0.7342822546164407,852.7904967763461,289,807,612
UNSW_NB15,10q_5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,18,14336,1,0.866,0.8676382541348586,0.7225749917726197,899.2879090569913,370,930,735
