dataset,config,model,entanglement,optimization_level,optimization_name,optimization_description,noise_level,num_qubits,run_idx,seed,gpu_id,accuracy,f1_score,mcc,kernel_time,classifier_time,total_time
UNSW_NB15,10q_2p5k,QVE,full,0,L0,baseline_unoptimized,0.01,10,6,3072,0,0.8693333333333333,0.8609760442260443,0.7279780023897657,2500.2709037549794,0.12261440593283623,2500.393518160912
UNSW_NB15,10q_2p5k,QVE,full,0,L0,baseline_unoptimized,0.01,10,7,4096,1,0.8733333333333333,0.865587062425243,0.736179125832388,2642.223488580028,0.12584597995737568,2642.3493345599854
UNSW_NB15,10q_2p5k,QVE,full,0,L0,baseline_unoptimized,0.01,10,8,5120,2,0.86,0.8509129505329408,0.7054365454945825,2418.637345329975,0.20381389005342498,2418.841159220028
UNSW_NB15,10q_2p5k,QVE,full,0,L0,baseline_unoptimized,0.01,10,9,6144,0,0.8586666666666667,0.8485263387827368,0.7060690099933081,1156.0801430250285,0.06438228394836187,1156.1445253089769
UNSW_NB15,10q_2p5k,QVE,full,0,L0,baseline_unoptimized,0.05,10,0,42,0,0.82,0.8012636141089938,0.6257032054930132,2352.99865280994,0.09410471498267725,2353.0927575249225
UNSW_NB15,10q_2p5k,QVE,full,0,L0,baseline_unoptimized,0.05,10,1,123,1,0.8613333333333333,0.8516603290079027,0.7115526975987545,2355.4976151339943,0.7892127039958723,2356.28682783799
UNSW_NB15,10q_2p5k,QVE,full,0,L0,baseline_unoptimized,0.05,10,2,456,2,0.8306666666666667,0.8146669183647031,0.64807914354914,2454.452474562044,0.1357185379602015,2454.588193100004
UNSW_NB15,10q_2p5k,QVE,full,0,L0,baseline_unoptimized,0.05,10,3,789,0,0.8293333333333334,0.8130077846282506,0.6452927480987904,2215.6758229990373,0.1661068940302357,2215.8419298930676
UNSW_NB15,10q_2p5k,QVE,full,0,L0,baseline_unoptimized,0.05,10,4,1024,1,0.8346666666666667,0.819617354594687,0.6564219917753917,2461.3044763190555,0.1331394039443694,2461.437615723
UNSW_NB15,10q_2p5k,QVE,full,0,L0,baseline_unoptimized,0.05,10,5,2048,2,0.8333333333333334,0.8179716614520017,0.6536436852006289,2501.235366608016,0.13917968998430297,2501.3745462980005
UNSW_NB15,10q_2p5k,QVE,full,0,L0,baseline_unoptimized,0.05,10,6,3072,0,0.844,0.8310163611491108,0.6758033524099721,2341.5725073400536,0.10272647597594187,2341.6752338160295
UNSW_NB15,10q_2p5k,QVE,full,0,L0,baseline_unoptimized,0.05,10,7,4096,1,0.8386666666666667,0.8245282155481052,0.664741994174573,2274.128512720985,0.31708634993992746,2274.445599070925
UNSW_NB15,10q_2p5k,QVE,full,0,L0,baseline_unoptimized,0.05,10,8,5120,2,0.8386666666666667,0.8252391427268582,0.6620611808320778,2518.6938089570613,0.11052144295535982,2518.8043304000166
UNSW_NB15,10q_2p5k,QVE,full,0,L0,baseline_unoptimized,0.05,10,9,6144,0,0.8253333333333334,0.8080028240824525,0.6369160772093756,1107.5808261429775,0.0638160560047254,1107.6446421989822
UNSW_NB15,10q_2p5k,QVE,full,3,L3,qiskit_heavy,0.0,10,0,42,0,0.852,0.8506046084864692,0.6751356522178971,390.2741949610063,1.786758272035513,392.0609532330418
UNSW_NB15,10q_2p5k,QVE,full,3,L3,qiskit_heavy,0.0,10,1,123,1,0.8946666666666667,0.8951025292904913,0.7741579675171772,390.5044879380148,1.7875744699849747,392.29206240799977
UNSW_NB15,10q_2p5k,QVE,full,3,L3,qiskit_heavy,0.0,10,2,456,2,0.8906666666666667,0.8901052194774038,0.7612804355367624,381.8552072420134,2.904725898988545,384.75993314100197
UNSW_NB15,10q_2p5k,QVE,full,3,L3,qiskit_heavy,0.0,10,3,789,0,0.8773333333333333,0.8770285089077435,0.7330523242763093,385.4477713559754,0.8416013229871169,386.28937267896254
UNSW_NB15,10q_2p5k,QVE,full,3,L3,qiskit_heavy,0.0,10,4,1024,1,0.864,0.8626496075353219,0.7015190372859328,386.041803332977,0.571343946037814,386.6131472790148
UNSW_NB15,10q_2p5k,QVE,full,3,L3,qiskit_heavy,0.0,10,5,2048,2,0.896,0.8941836950557097,0.7724185623977375,384.067594653985,1.988640338066034,386.05623499205103
UNSW_NB15,10q_2p5k,QVE,full,3,L3,qiskit_heavy,0.0,10,6,3072,0,0.892,0.8905339945608702,0.7632488829952916,390.93547051394125,2.9808253099909052,393.91629582393216
UNSW_NB15,10q_2p5k,QVE,full,3,L3,qiskit_heavy,0.0,10,7,4096,1,0.9133333333333333,0.912848588914695,0.8108318922626498,383.7489744949853,2.8431967550422996,386.5921712500276
UNSW_NB15,10q_2p5k,QVE,full,3,L3,qiskit_heavy,0.0,10,8,5120,2,0.8786666666666667,0.8767536459438152,0.7334996807683007,390.3666528680478,3.0827266580308788,393.4493795260787
UNSW_NB15,10q_2p5k,QVE,full,3,L3,qiskit_heavy,0.0,10,9,6144,0,0.8906666666666667,0.8888815299297267,0.7603660118210099,119.31316553300712,0.061936341982800514,119.37510187498992
UNSW_NB15,10q_2p5k,QVE,full,3,L3,qiskit_heavy,0.002,10,0,42,0,0.8213333333333334,0.8186156466627055,0.605438193028859,2500.1763124760473,0.11567372200079262,2500.291986198048
UNSW_NB15,10q_2p5k,QVE,full,3,L3,qiskit_heavy,0.002,10,1,123,1,0.8746666666666667,0.8753991583529287,0.732647457816192,2423.116199322976,0.2146567790186964,2423.330856101995
UNSW_NB15,10q_2p5k,QVE,full,3,L3,qiskit_heavy,0.002,10,2,456,2,0.8746666666666667,0.8728976256747639,0.7246222300771398,2501.307471007982,0.06452257005730644,2501.371993578039
UNSW_NB15,10q_2p5k,QVE,full,3,L3,qiskit_heavy,0.002,10,3,789,0,0.8746666666666667,0.8728976256747639,0.7246222300771398,2367.4620843289886,1.12843956600409,2368.5905238949927
UNSW_NB15,10q_2p5k,QVE,full,3,L3,qiskit_heavy,0.002,10,4,1024,1,0.8613333333333333,0.8577264163117821,0.6949331820020537,2487.3243017140194,0.2706000590114854,2487.594901773031
