dataset,C,n_runs,accuracy_mean,accuracy_ci95,mcc_mean,mcc_ci95,f1_score_mean,f1_score_ci95
UNSW-NB15,0.01,2,0.6416666666666667,0.0,0.0,0.0,0.5016074450084602,0.0
UNSW-NB15,0.1,2,0.7458333333333333,0.0408333333333334,0.5602370027575098,0.06745182560043007,0.7496022247095343,0.04112183071150395
UNSW-NB15,0.5,2,0.8583333333333334,0.04899999999999993,0.7137666418874185,0.06376579627698133,0.86,0.045733333333333286
UNSW-NB15,1.0,2,0.8708333333333333,0.008166666666666636,0.721580341946416,0.03192197007946128,0.8702517085822454,0.01192668215453465
UNSW-NB15,2.0,2,0.8666666666666667,0.016333333333333384,0.7100745688129617,0.04562774263146908,0.8660266941904462,0.019283118035434588
UNSW-NB15,5.0,2,0.8583333333333334,0.016333333333333384,0.6921719825384292,0.041731839246497905,0.8582402246875931,0.017766225003067217
UNSW-NB15,10.0,2,0.8458333333333333,0.008166666666666636,0.6625574311486329,0.022063967718235794,0.8451589798685186,0.009488399457703346
UNSW-NB15,50.0,2,0.8333333333333333,0.04899999999999993,0.6346596213172058,0.10487320732493204,0.8324753787385124,0.04831638495873061
UNSW-NB15,100.0,2,0.8458333333333333,0.057166666666666664,0.6631806591946472,0.12122944085871767,0.8453009490190059,0.056123193410584866
