dataset,config,feature_map,reps,entanglement,optimization,optimization_level,optimization_name,optimization_description,run,seed,gpu_id,accuracy,f1_score,mcc,training_time,circuit_depth,total_gates,two_qubit_gates
IoT_Original_Distribution,10q_2p5k,ZZ,3,full,L3,3,L3,qiskit_heavy,7,3072,1,0.9626666666666667,0.9601563999460689,0.7604867230869579,455.56687044911087,289,807,612
IoT_Original_Distribution,10q_2p5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,8,4096,2,0.9546666666666667,0.9499222804485964,0.7000722940502295,451.5874409710523,370,930,735
IoT_Original_Distribution,10q_2p5k,ZZ,3,full,L3,3,L3,qiskit_heavy,8,4096,0,0.96,0.9565895656013148,0.7400917247011043,391.29357788618654,289,807,612
IoT_Original_Distribution,10q_2p5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,9,5120,1,0.9573333333333334,0.9536955366414022,0.7213647073756715,452.13084550597705,370,930,735
IoT_Original_Distribution,10q_2p5k,ZZ,3,full,L3,3,L3,qiskit_heavy,9,5120,2,0.9573333333333334,0.9536955366414022,0.7213647073756715,454.5390432269778,289,807,612
IoT_Original_Distribution,10q_2p5k,ZZ,3,full,L0,0,L0,baseline_unoptimized,10,6144,0,0.9546666666666667,0.9499222804485964,0.7000722940502295,385.7609143538866,370,930,735
IoT_Original_Distribution,10q_2p5k,ZZ,3,full,L3,3,L3,qiskit_heavy,10,6144,1,0.948,0.9411849438394925,0.6473911186563432,170.56941909203306,289,807,612
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,1,42,0,0.9653333333333334,0.9632983245811453,0.7794961438160072,315.5778197350446,237,604,474
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,1,42,1,0.968,0.9666399416909621,0.7993783471062635,320.86690826900303,195,592,372
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,2,123,2,0.9586666666666667,0.9564121212121212,0.7361264531897423,320.24809245415963,237,604,474
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L3,3,L3,qiskit_heavy,2,123,0,0.964,0.962881693329393,0.7764737504172488,304.266411911929,195,592,372
IoT_Original_Distribution,10q_2p5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,3,456,1,0.952,0.9491822955738933,0.6908364368305651,330.1930676610209,237,604,474
