dataset,config,optimization_level,optimization_name,optimization_description,run,seed,gpu_id,circuit_depth,total_gates,two_qubit_gates,accuracy,f1_score,mcc,training_time
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,1,42,0,237,604,474,0.8866666666666667,0.887926436988937,0.7644609980045476,631.8755645938218
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,2,123,1,237,604,474,0.8706666666666667,0.872104286916787,0.7305586180792449,636.1305787330493
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,3,456,2,237,604,474,0.86,0.8618049098218898,0.7108284249784182,636.080727790948
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,4,789,0,237,604,474,0.8973333333333333,0.8981962172479612,0.783419217323532,615.6215484519489
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,5,1024,1,237,604,474,0.8673333333333333,0.8686212085257563,0.7211278260593719,655.6547132413834
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,6,2048,2,237,604,474,0.8733333333333333,0.8750786526364006,0.7408092583742086,657.2709359750152
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,7,3072,0,237,604,474,0.8746666666666667,0.8764717615362012,0.7450275518085625,597.4128272407688
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,8,4096,1,237,604,474,0.874,0.8753932402638894,0.7372496405069835,658.1929128649645
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,9,5120,2,237,604,474,0.8893333333333333,0.8903920786148146,0.7677355638384742,658.6456411438994
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,10,6144,0,237,604,474,0.888,0.8890011485220334,0.7643592782401754,594.9837288712151
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,11,7168,1,237,604,474,0.8673333333333333,0.8692702752703599,0.7304656241125195,649.0864494750276
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,12,8192,2,237,604,474,0.864,0.8655561868686868,0.7166663695766846,651.2470907499082
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,13,9216,0,237,604,474,0.8813333333333333,0.8818690079964456,0.7455890638324116,584.2775103650056
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,14,10240,1,237,604,474,0.884,0.8851028862478778,0.7565549122629405,651.8628866910003
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,15,11264,2,237,604,474,0.8786666666666667,0.8800153619528619,0.7475098080418963,649.2306795609184
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,16,12288,0,237,604,474,0.8646666666666667,0.8661979905701175,0.7178698600557787,588.4224687288515
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,17,13312,1,237,604,474,0.8633333333333333,0.8653549534470133,0.7225442695301421,641.083618582692
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,18,14336,2,237,604,474,0.8666666666666667,0.8678197617818911,0.7185900731457799,642.2776675177738
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,19,15360,0,237,604,474,0.8773333333333333,0.8787369528619529,0.7449224447500988,600.3909620293416
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,20,16384,1,237,604,474,0.872,0.8734227994227994,0.7333838164063535,659.8274144721217
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,21,17408,2,237,604,474,0.872,0.8736502032657278,0.7361844990825005,658.4024089216255
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,22,18432,0,237,604,474,0.8726666666666667,0.8742638506584534,0.7369356603174312,594.3402444929816
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,23,19456,1,237,604,474,0.866,0.8678759753941774,0.7262131121289369,662.3716774689965
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,24,20480,2,237,604,474,0.878,0.8795302862329685,0.7482129862761758,661.7586177038029
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,25,21504,0,237,604,474,0.886,0.887230705314928,0.7623139615989155,585.7849174309522
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,26,22528,1,237,604,474,0.8866666666666667,0.8873704236391723,0.7584620516026426,635.1256110663526
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,27,23552,2,237,604,474,0.872,0.8735186916676512,0.7346229362222083,627.3773205373436
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,28,24576,0,237,604,474,0.8653333333333333,0.8671302516400471,0.723006647661149,611.0924664749764
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,29,25600,1,237,604,474,0.8726666666666667,0.8741074689600612,0.7348278608970134,479.50545466318727
UNSW_NB15,10q_5k,0,L0,baseline_unoptimized,30,26624,2,237,604,474,0.8906666666666667,0.8916500261809301,0.7698770327382213,467.9653396550566
UNSW_NB15,10q_5k,1,L1,qiskit_light,1,42,0,225,562,432,0.8866666666666667,0.887926436988937,0.7644609980045476,628.7826028042473
UNSW_NB15,10q_5k,1,L1,qiskit_light,2,123,1,225,562,432,0.87,0.8714943159821208,0.7297630023128019,601.3560811500065
UNSW_NB15,10q_5k,1,L1,qiskit_light,3,456,2,225,562,432,0.86,0.8618049098218898,0.7108284249784182,629.1776631758548
UNSW_NB15,10q_5k,1,L1,qiskit_light,4,789,0,225,562,432,0.876,0.8769670256345123,0.7372442172188791,566.5441601513885
UNSW_NB15,10q_5k,1,L1,qiskit_light,5,1024,1,225,562,432,0.8826666666666667,0.8839178193086595,0.7550479228928721,639.8296810602769
UNSW_NB15,10q_5k,1,L1,qiskit_light,6,2048,2,225,562,432,0.8733333333333333,0.8750786526364006,0.7408092583742086,639.6430570962839
UNSW_NB15,10q_5k,1,L1,qiskit_light,7,3072,0,225,562,432,0.8746666666666667,0.8764717615362012,0.7450275518085625,577.0457392623648
UNSW_NB15,10q_5k,1,L1,qiskit_light,8,4096,1,225,562,432,0.8673333333333333,0.8692573765963859,0.7298216089131434,622.7095935549587
UNSW_NB15,10q_5k,1,L1,qiskit_light,9,5120,2,225,562,432,0.8893333333333333,0.8903920786148146,0.7677355638384742,626.5769064798951
UNSW_NB15,10q_5k,1,L1,qiskit_light,10,6144,0,225,562,432,0.8866666666666667,0.887439248717204,0.7592392334604993,570.9604813819751
UNSW_NB15,10q_5k,1,L1,qiskit_light,11,7168,1,225,562,432,0.8673333333333333,0.8692702752703599,0.7304656241125195,612.2893430790864
UNSW_NB15,10q_5k,1,L1,qiskit_light,12,8192,2,225,562,432,0.864,0.8655561868686868,0.7166663695766846,606.6734575927258
UNSW_NB15,10q_5k,1,L1,qiskit_light,13,9216,0,225,562,432,0.8853333333333333,0.8858105852137224,0.7539172780332787,577.9117899769917
UNSW_NB15,10q_5k,1,L1,qiskit_light,14,10240,1,225,562,432,0.872,0.8733562811839164,0.732583627739402,629.565448876936
UNSW_NB15,10q_5k,1,L1,qiskit_light,15,11264,2,225,562,432,0.882,0.883265831891025,0.753987303710921,630.1658753100783
UNSW_NB15,10q_5k,1,L1,qiskit_light,16,12288,0,225,562,432,0.8646666666666667,0.8661979905701175,0.7178698600557787,579.0100502800196
UNSW_NB15,10q_5k,1,L1,qiskit_light,17,13312,1,225,562,432,0.866,0.8676698325384719,0.7230121326785953,607.7623345139436
UNSW_NB15,10q_5k,1,L1,qiskit_light,18,14336,2,225,562,432,0.8666666666666667,0.8678197617818911,0.7185900731457799,600.1588723049499
UNSW_NB15,10q_5k,1,L1,qiskit_light,19,15360,0,225,562,432,0.8773333333333333,0.8787369528619529,0.7449224447500988,576.5733736641705
UNSW_NB15,10q_5k,1,L1,qiskit_light,20,16384,1,225,562,432,0.872,0.8734227994227994,0.7333838164063535,622.3965882603079
UNSW_NB15,10q_5k,1,L1,qiskit_light,21,17408,2,225,562,432,0.8786666666666667,0.8803123254401942,0.7516037324608088,621.2653772323392
UNSW_NB15,10q_5k,1,L1,qiskit_light,22,18432,0,225,562,432,0.8673333333333333,0.868868139155985,0.7239395228207399,590.4895469918847
UNSW_NB15,10q_5k,1,L1,qiskit_light,23,19456,1,225,562,432,0.866,0.8679301213691772,0.7271728885276305,630.4150805110112
UNSW_NB15,10q_5k,1,L1,qiskit_light,24,20480,2,225,562,432,0.878,0.8795302862329685,0.7482129862761758,630.5234171189368
UNSW_NB15,10q_5k,1,L1,qiskit_light,25,21504,0,225,562,432,0.8853333333333333,0.886525329555502,0.7603295141933466,592.0467621567659
UNSW_NB15,10q_5k,1,L1,qiskit_light,26,22528,1,225,562,432,0.8826666666666667,0.882984685845141,0.7471541626913628,618.2940040049143
UNSW_NB15,10q_5k,1,L1,qiskit_light,27,23552,2,225,562,432,0.872,0.8735186916676512,0.7346229362222083,620.887964271009
UNSW_NB15,10q_5k,1,L1,qiskit_light,28,24576,0,225,562,432,0.8653333333333333,0.8671302516400471,0.723006647661149,585.4297809391282
UNSW_NB15,10q_5k,1,L1,qiskit_light,29,25600,1,225,562,432,0.8726666666666667,0.8741074689600612,0.7348278608970134,480.3087148051709
UNSW_NB15,10q_5k,1,L1,qiskit_light,30,26624,2,225,562,432,0.8906666666666667,0.8916500261809301,0.7698770327382213,476.00313908886164
UNSW_NB15,10q_5k,2,L2,qiskit_medium,1,42,0,195,592,372,0.878,0.8796567654548078,0.7505737747890927,636.6065699318424
UNSW_NB15,10q_5k,2,L2,qiskit_medium,2,123,1,195,592,372,0.8706666666666667,0.872104286916787,0.7305586180792449,652.726042706985
UNSW_NB15,10q_5k,2,L2,qiskit_medium,3,456,2,195,592,372,0.8686666666666667,0.8704621867664227,0.7307336961834441,652.9827728727832
UNSW_NB15,10q_5k,2,L2,qiskit_medium,4,789,0,195,592,372,0.876,0.8769670256345123,0.7372442172188791,596.8622955111787
UNSW_NB15,10q_5k,2,L2,qiskit_medium,5,1024,1,195,592,372,0.8826666666666667,0.8839178193086595,0.7550479228928721,662.2032209318131
UNSW_NB15,10q_5k,2,L2,qiskit_medium,6,2048,2,195,592,372,0.8733333333333333,0.8750786526364006,0.7408092583742086,658.9488747119904
UNSW_NB15,10q_5k,2,L2,qiskit_medium,7,3072,0,195,592,372,0.8746666666666667,0.8764717615362012,0.7450275518085625,608.3460974777117
UNSW_NB15,10q_5k,2,L2,qiskit_medium,8,4096,1,195,592,372,0.8673333333333333,0.8692573765963859,0.7298216089131434,668.4308932218701
UNSW_NB15,10q_5k,2,L2,qiskit_medium,9,5120,2,195,592,372,0.8826666666666667,0.88372197931612,0.7528396224087934,666.194436870981
UNSW_NB15,10q_5k,2,L2,qiskit_medium,10,6144,0,195,592,372,0.8913333333333333,0.8922889521402447,0.7712841281119017,585.2622256549075
UNSW_NB15,10q_5k,2,L2,qiskit_medium,11,7168,1,195,592,372,0.87,0.8719230044983785,0.7365653979861493,657.0434131552465
UNSW_NB15,10q_5k,2,L2,qiskit_medium,12,8192,2,195,592,372,0.8773333333333333,0.8785751258187092,0.742957674559695,656.9444357459433
UNSW_NB15,10q_5k,2,L2,qiskit_medium,13,9216,0,195,592,372,0.8813333333333333,0.8818690079964456,0.7455890638324116,613.1180751221254
UNSW_NB15,10q_5k,2,L2,qiskit_medium,14,10240,1,195,592,372,0.886,0.8870354139845937,0.760276708819722,651.4022615789436
UNSW_NB15,10q_5k,2,L2,qiskit_medium,15,11264,2,195,592,372,0.882,0.883265831891025,0.753987303710921,652.6173632503487
UNSW_NB15,10q_5k,2,L2,qiskit_medium,16,12288,0,195,592,372,0.8733333333333333,0.8748146006197609,0.7368587074086703,616.7253316617571
UNSW_NB15,10q_5k,2,L2,qiskit_medium,17,13312,1,195,592,372,0.8633333333333333,0.8653549534470133,0.7225442695301421,681.4208850660361
UNSW_NB15,10q_5k,2,L2,qiskit_medium,18,14336,2,195,592,372,0.8593333333333333,0.8608051970986358,0.7055121481016762,678.2125882091932
UNSW_NB15,10q_5k,2,L2,qiskit_medium,19,15360,0,195,592,372,0.8773333333333333,0.8787369528619529,0.7449224447500988,619.306168815121
UNSW_NB15,10q_5k,2,L2,qiskit_medium,20,16384,1,195,592,372,0.872,0.8734227994227994,0.7333838164063535,669.6705074361525
UNSW_NB15,10q_5k,2,L2,qiskit_medium,21,17408,2,195,592,372,0.8786666666666667,0.8803123254401942,0.7516037324608088,668.6972525711171
UNSW_NB15,10q_5k,2,L2,qiskit_medium,22,18432,0,195,592,372,0.8673333333333333,0.868868139155985,0.7239395228207399,597.8574896520004
UNSW_NB15,10q_5k,2,L2,qiskit_medium,23,19456,1,195,592,372,0.866,0.8678759753941774,0.7262131121289369,670.5534152192995
UNSW_NB15,10q_5k,2,L2,qiskit_medium,24,20480,2,195,592,372,0.878,0.8795302862329685,0.7482129862761758,670.7102282382548
UNSW_NB15,10q_5k,2,L2,qiskit_medium,25,21504,0,195,592,372,0.886,0.887230705314928,0.7623139615989155,600.7499029156752
UNSW_NB15,10q_5k,2,L2,qiskit_medium,26,22528,1,195,592,372,0.8826666666666667,0.882984685845141,0.7471541626913628,666.1528579816222
UNSW_NB15,10q_5k,2,L2,qiskit_medium,27,23552,2,195,592,372,0.878,0.8794325774696569,0.7471105098939969,665.9220489836298
UNSW_NB15,10q_5k,2,L2,qiskit_medium,28,24576,0,195,592,372,0.8653333333333333,0.8671302516400471,0.723006647661149,606.6847381177358
UNSW_NB15,10q_5k,2,L2,qiskit_medium,29,25600,1,195,592,372,0.8726666666666667,0.8741074689600612,0.7348278608970134,459.96036962931976
UNSW_NB15,10q_5k,2,L2,qiskit_medium,30,26624,2,195,592,372,0.878,0.8792846337645218,0.7449486297651455,456.39159451192245
