dataset,config,method,model,run,seed,gpu_id,circuit_depth,total_gates,two_qubit_gates,accuracy,f1_score,precision,recall,mcc,training_time
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,1,42,0,124,204,150,0.84,0.8422234156820623,0.85081793080336,0.84,0.6711940496068474,278.3236404187046
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,2,123,1,124,204,150,0.8633333333333333,0.8647267191625765,0.8690387157486443,0.8633333333333333,0.7135992612577958,282.29802406113595
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,3,456,2,124,204,150,0.87,0.8706987871894653,0.8720733823806829,0.87,0.7219850140760168,281.90036143222824
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,4,789,0,124,204,150,0.85,0.8513272516429027,0.8546679664245744,0.85,0.6830746057870507,252.55429584207013
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,5,1024,1,124,204,150,0.882,0.8779883524351422,0.8880711866205592,0.882,0.7439252184215775,280.9314853060059
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,6,2048,2,124,204,150,0.84,0.8429026117694226,0.861254041467019,0.84,0.6854792101608954,280.3701621298678
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,7,3072,0,124,204,150,0.852,0.8540706098359677,0.8626139855068503,0.852,0.6962968318254461,237.37542867613956
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,8,4096,1,124,204,150,0.8506666666666667,0.8522984424660661,0.8572848778681956,0.8506666666666667,0.6875497649158131,273.32777936803177
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,9,5120,2,124,204,150,0.8446666666666667,0.8466870118074479,0.853939907504976,0.8446666666666667,0.6786644351442488,275.0390469869599
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,10,6144,0,124,204,150,0.8913333333333333,0.8869336170810926,0.9017556896354806,0.8913333333333333,0.7685826740333161,232.79313683090732
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,11,7168,1,124,204,150,0.87,0.8712541446283778,0.8750832223146605,0.87,0.7269830053436579,280.632555346936
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,12,8192,2,124,204,150,0.8626666666666667,0.8634740622419885,0.8650949920082234,0.8626666666666667,0.706735634561237,280.0431769308634
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,13,9216,0,124,204,150,0.854,0.850231060401642,0.8549594385376661,0.854,0.6778379791922532,245.32988702971488
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,14,10240,1,124,204,150,0.8633333333333333,0.8645351852070563,0.8677858489928747,0.8633333333333333,0.7116771416608624,280.0396001092158
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,15,11264,2,124,204,150,0.85,0.8516480836613493,0.8567479207325951,0.85,0.6865539831553475,278.7248839298263
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,16,12288,0,124,204,150,0.8786666666666667,0.879214378962658,0.8802316091682048,0.8786666666666667,0.7398586855893711,248.41085941065103
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,17,13312,1,124,204,150,0.8406666666666667,0.8428304204573717,0.8509668629564313,0.8406666666666667,0.6718615251869926,272.2666892479174
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,18,14336,2,124,204,150,0.8686666666666667,0.8691869259820836,0.870062311661937,0.8686666666666667,0.7181460662023482,278.1962019391358
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,19,15360,0,124,204,150,0.894,0.8941465403283585,0.8943342636324603,0.894,0.7708366202758756,249.93466600216925
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,20,16384,1,124,204,150,0.8693333333333333,0.8700969948785852,0.8716811382615524,0.8693333333333333,0.721226371519524,271.7144844857976
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,21,17408,2,124,204,150,0.8813333333333333,0.8770844250990325,0.8881789168788373,0.8813333333333333,0.7429722336704787,265.37852903595194
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,22,18432,0,124,204,150,0.86,0.8615661574618096,0.8667345964663972,0.86,0.7077670809771981,251.5540946116671
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,23,19456,1,124,204,150,0.8573333333333333,0.8594023517410964,0.8688521317829457,0.8573333333333333,0.7091777236102729,287.5895417719148
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,24,20480,2,124,204,150,0.8693333333333333,0.8701873557165553,0.8720781166579981,0.8693333333333333,0.7216645650485666,283.01554444571957
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,25,21504,0,124,204,150,0.8533333333333334,0.8548972741358245,0.8596292226480139,0.8533333333333334,0.6927868215411191,247.07361164409667
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,26,22528,1,124,204,150,0.856,0.856894185329772,0.8586976263219743,0.856,0.6927861005948214,278.63892937405035
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,27,23552,2,124,204,150,0.8833333333333333,0.8838365661346347,0.8847737131859985,0.8833333333333333,0.7499389002358935,280.1326715699397
UNSW_NB15,6q_5k,none (baseline),QSVC_Precomputed_GPU,28,24576,0,124,204,150,0.8586666666666667,0.8600187991948236,0.8638215366236868,0.8586666666666667,0.7025006462293059,268.9700444592163
