dataset,config,model,entanglement,noise_level,num_qubits,paired_runs,accuracy_mean_l0,accuracy_mean_l3,accuracy_delta_l3_minus_l0,accuracy_t_stat,accuracy_p_value,accuracy_cohens_d_paired,f1_score_mean_l0,f1_score_mean_l3,f1_score_delta_l3_minus_l0,f1_score_t_stat,f1_score_p_value,f1_score_cohens_d_paired,mcc_mean_l0,mcc_mean_l3,mcc_delta_l3_minus_l0,mcc_t_stat,mcc_p_value,mcc_cohens_d_paired,kernel_time_mean_l0,kernel_time_mean_l3,kernel_time_delta_l3_minus_l0,kernel_time_t_stat,kernel_time_p_value,kernel_time_cohens_d_paired,classifier_time_mean_l0,classifier_time_mean_l3,classifier_time_delta_l3_minus_l0,classifier_time_t_stat,classifier_time_p_value,classifier_time_cohens_d_paired,total_time_mean_l0,total_time_mean_l3,total_time_delta_l3_minus_l0,total_time_t_stat,total_time_p_value,total_time_cohens_d_paired,accuracy_p_value_holm,accuracy_significant_holm,f1_score_p_value_holm,f1_score_significant_holm,mcc_p_value_holm,mcc_significant_holm,kernel_time_p_value_holm,kernel_time_significant_holm,classifier_time_p_value_holm,classifier_time_significant_holm,total_time_p_value_holm,total_time_significant_holm
IoT_Original_Distribution,6q_5k,QSVC,full,0.0,6,30,0.9557111111111111,0.9551777777777778,-0.0005333333333333264,-0.4364656436750297,0.665731337170079,-0.07968735953894193,0.9579941640322912,0.957458487868602,-0.0005356761636891472,-0.5013612781601731,0.6199016858783497,-0.09153562716931632,0.7742490475994777,0.7710304868776093,-0.003218560721868406,-0.6566336334402748,0.5165937307223565,-0.11988435101727235,278.1797025579144,274.1509333164625,-4.028769241451907,-4.03466038072766,0.0003640989168766111,-0.7366248341323071,0.5264442164179248,0.4876014963296863,-0.03884272008823852,-0.34274595409401576,0.7342616004148714,-0.06257656351697419,278.70614677433235,274.6385348127922,-4.067611961540146,-4.448933016476153,0.00011691441297586948,-0.8122603233178307,1.0,False,1.0,False,1.0,False,0.02002544042821361,True,1.0,False,0.006430292713672822,True
IoT_Original_Distribution,6q_5k,QSVC,full,0.0003,6,30,0.9543333333333334,0.9542,-0.00013333333333333716,-0.1448413648755842,0.8858380892553313,-0.02644429426739797,0.9568059312513413,0.9566329420466971,-0.00017298920464414353,-0.21671173151408465,0.8299503333595669,-0.039565967942089116,0.7692820480260006,0.7677018044398713,-0.0015802435861293485,-0.4489570166903512,0.6567998060112634,-0.08196796179717623,223.12227602999968,219.9725780376466,-3.149697992353079,-1.8042584212638286,0.08158720115536763,-0.32941101229828584,0.5967277224369657,0.6232230556818347,0.026495333244868864,0.17050898294230848,0.8657939179951363,0.031130538738255314,223.71900375243663,220.59580109332845,-3.1232026591082103,-1.89394490214334,0.0682463428606045,-0.34578544852527393,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False
IoT_Original_Distribution,6q_5k,QSVC,full,0.0005,6,30,0.9553777777777778,0.9548000000000001,-0.0005777777777777882,-0.5406642081694306,0.5928678833289929,-0.09871132761668869,0.9576947730481414,0.9572410454270274,-0.0004537276211141269,-0.48276235713302973,0.6328888994289852,-0.08813994430537514,0.7728525783050965,0.7715915412092321,-0.0012610370958644295,-0.28934009600806426,0.7743796399717877,-0.052826032458109094,220.7291813207208,220.34309679123106,-0.3860845294897445,-0.2012097543077102,0.8419392096992684,-0.03673570707480172,0.6099426125331472,0.601289031871905,-0.008653580661242206,-0.055978394654480255,0.9557429211814421,-0.010220209828395149,221.33912393325397,220.94438582310298,-0.39473811015098664,-0.21634643785053273,0.8302323765020092,-0.03949927474887542,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False
IoT_Original_Distribution,6q_5k,QSVC,full,0.001,6,30,0.9524222222222221,0.9546222222222221,0.002200000000000002,2.1188561179649823,0.042789058163829545,0.3868484306390827,0.9551163417441583,0.957069499025213,0.001953157281054848,2.0982039362124048,0.04471220405169874,0.3830778753698882,0.7614526717247107,0.7705404408309469,0.009087769106236043,2.017380924434373,0.05299526659350769,0.3683216797977769,219.90456295053008,222.3612855807296,2.4567226301995104,1.4479982561278784,0.15834346225416573,0.2643671027031274,0.6654043418820947,0.5339372499729507,-0.13146709190914407,-0.7719994998241916,0.44636062537045174,-0.14094718014547175,220.56996729241217,222.89522283070255,2.3252555382903664,1.4731107697300803,0.1514931613131834,0.2689519994283212,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False
IoT_Original_Distribution,6q_5k,QSVC,full,0.002,6,30,0.9540000000000001,0.9526000000000001,-0.001400000000000005,-1.2421304943676472,0.22414004286285888,-0.226780963710068,0.9565209303262526,0.9552522060904689,-0.0012687242357836285,-1.2774922782222424,0.21156133987135983,-0.23323711260699598,0.7680919459011502,0.7617919114118479,-0.006300034489302223,-1.3570483595493754,0.18523506139384316,-0.24776199938352475,223.42889829960185,221.32231240086645,-2.106585898735405,-1.5874358809557774,0.1232588473078967,-0.28982481353085493,0.5503113461968799,0.6593554498394951,0.10904410364261517,0.8289444752934423,0.4139068713317934,0.1513438626791674,223.97920964579873,221.98166785070595,-1.99754179509279,-1.5902664355112315,0.12261863173063248,-0.2903415997242787,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False
IoT_Original_Distribution,6q_5k,QSVC,full,0.005,6,30,0.9497333333333334,0.9509555555555556,0.0012222222222222246,1.5972657311506175,0.12104726147228884,0.2916194904270584,0.9527831409145268,0.9538132367421202,0.0010300958275935245,1.4763807656109373,0.15061889557391958,0.2695490162639526,0.7512496834715895,0.7553210119594961,0.004071328487906859,1.1206929843443598,0.27161380654306266,0.20460960918772994,223.32730990854714,219.14634889153143,-4.180961017015701,-2.648835621451631,0.012933474065622298,-0.4836090069974245,0.586401111232893,0.6644011092643874,0.07799999803149452,0.4987814655048912,0.6216958037778655,0.09106461997417127,223.91371101978,219.81075000079582,-4.102961018984206,-2.7693277940180425,0.009692373223968221,-0.505607767303234,1.0,False,1.0,False,1.0,False,0.607873281084248,False,1.0,False,0.4555415415265064,False
IoT_Original_Distribution,6q_5k,QSVC,full,0.008,6,30,0.9214666666666667,0.9255111111111111,0.004044444444444439,2.3920820964542893,0.023456209116731692,0.4367324412107542,0.9281102295124527,0.931615479754878,0.003505250242425132,2.4962601629112044,0.01848433117494998,0.4557526668759959,0.6373900310614592,0.6536392111057674,0.01624918004430833,2.7436932519828057,0.010310567223808013,0.5009275616618962,223.17019145264058,221.42725812204105,-1.7429333305995292,-1.0749492843931179,0.2912600892488424,-0.19625799041204892,0.6262552438381438,0.6245811452584652,-0.0016740985796786846,-0.011960286317089106,0.9905392024394365,-0.0021836395366966964,223.7964466964787,222.0518392672995,-1.7446074291792077,-1.1505770000311528,0.25930561734781005,-0.21006565902122823,1.0,False,1.0,False,0.5664600594525844,False,1.0,False,1.0,False,1.0,False
IoT_Original_Distribution,6q_5k,QSVC,full,0.01,6,30,0.8044222222222223,0.7582666666666665,-0.04615555555555553,-2.7360997343559403,0.010500660433597922,-0.49954118136354714,0.8410285972747749,0.8054453147300795,-0.035583282544695116,-2.8140671099214094,0.008695942615840002,-0.5137760114791087,0.4706715288575443,0.4250138596466545,-0.04565766921088979,-2.8849073544670496,0.007312880392346936,-0.5267096114513852,222.48933489743698,221.89883516863532,-0.5904997288016602,-0.5457820701959857,0.5893898619906854,-0.09964571710940313,0.6322450677515008,0.562672680162359,-0.06957238758914172,-0.46611013690861647,0.6446188805596977,-0.08509967875555685,223.1215799651885,222.46150784879768,-0.660072116390802,-0.6796590008675086,0.5021099824961144,-0.12408818872885258,0.5880369842814837,False,0.4869727864870401,False,0.40952130197142844,False,1.0,False,1.0,False,1.0,False
IoT_Original_Distribution,6q_5k,QSVC,full,0.02,6,30,0.9059999999999998,0.9056666666666666,-0.00033333333333333365,-0.5777931923611701,0.5678634168410086,-0.10549012167637817,0.8613179433368313,0.8622581181333591,0.0009401747965276744,0.8570519851973455,0.39844349187478445,0.1564755684157233,0.0,0.011729753171265078,0.011729753171265078,1.0789046936177435,0.2895225381506037,0.1969801460308794,222.9500189622321,220.52114311634406,-2.4288758458880086,-1.33398360724058,0.19259138872465983,-0.24355097100925918,0.5544424736057408,0.685118228639476,0.13067575503373519,0.8434786752311895,0.40586467181889463,0.15399743239956548,223.50446143583784,221.20626134498355,-2.2982000908542735,-1.3347724887926455,0.19233610101933832,-0.2436950004163478,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False
IoT_Original_Distribution,6q_5k,QSVC,full,0.05,6,30,0.9059999999999998,0.9059999999999998,0.0,0.0,1.0,0.0,0.8613179433368313,0.8613179433368313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,222.0528232592352,220.40958951789653,-1.6432337413386753,-1.0128259475087709,0.31951959234820426,-0.18491587275903237,0.7103663615960006,0.5520605199970305,-0.15830584159897018,-1.1549007778813496,0.2575589891795346,-0.21085506924195954,222.7631896208312,220.96165003789355,-1.8015395829376455,-1.1659688136939304,0.253127131440008,-0.2128758068692347,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False
