dataset,config,method,accuracy_mean,accuracy_std,accuracy_ci95,f1_mean,f1_std,circuit_depth,total_gates,two_qubit_gates,n_runs,nisq_feasibility_score,estimated_circuit_fidelity,expected_noisy_accuracy
UNSW_2018_IoT_Botnet_Final_10_Best,10q_2p5k,none (baseline),0.9701333333333333,0.0041311822359545785,0.00295526974238646,0.9676977166669692,0.004585106405489752,237,604,474,10,16.62583910776173,0.021145977694043274,0.5099414289798929
UNSW_2018_IoT_Botnet_Final_10_Best,10q_2p5k,qiskit_level3,0.9701333333333333,0.0041311822359545785,0.00295526974238646,0.9676977166669692,0.004585106405489752,195,592,372,10,20.167968253779822,0.046699206344495564,0.5219548535427588
