dataset,config,method,model,run,seed,gpu_id,circuit_depth,total_gates,two_qubit_gates,accuracy,f1_score,precision,recall,mcc,training_time
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,10,6144,0,124,196,142,0.996,0.9959615546218488,0.996017608217168,0.996,0.9766394448969591,257.8142474050401
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,11,7168,1,124,196,142,0.9993333333333333,0.9993322865173985,0.9993338242513501,0.9993333333333333,0.9961303958175565,280.8934895050479
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,12,8192,2,124,196,142,0.9946666666666667,0.9945977654320335,0.9946979242979243,0.9946666666666667,0.9687739754174306,282.8356282749446
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,13,9216,0,124,196,142,0.9933333333333333,0.9932247972929835,0.9933821019263595,0.9933333333333333,0.9608674205030172,275.36145489499904
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,14,10240,1,124,196,142,0.9966666666666667,0.9966400755284308,0.9966789035731768,0.9966666666666667,0.9805571131969575,274.0398187650135
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,15,11264,2,124,196,142,0.9946666666666667,0.9946832186168468,0.9947096916486408,0.9946666666666667,0.9693011272631611,281.37847555300687
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,16,12288,0,124,196,142,0.996,0.9959615546218488,0.996017608217168,0.996,0.9766394448969591,280.63518412108533
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,17,13312,1,124,196,142,0.9946666666666667,0.994615406162465,0.994658012506404,0.9946666666666667,0.968759465082397,272.2389918019762
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,18,14336,2,124,196,142,0.9933333333333333,0.9932247972929835,0.9933821019263595,0.9933333333333333,0.9608674205030172,283.8612226190744
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,19,15360,0,124,196,142,0.9973333333333333,0.9973163830309103,0.9973411707078129,0.9973333333333333,0.9844649139608554,283.511468226905
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,20,16384,1,124,196,142,0.9946666666666667,0.9945977654320335,0.9946979242979243,0.9946666666666667,0.9687739754174306,270.27834413398523
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,21,17408,2,124,196,142,0.994,0.9939124426101495,0.9940395314787702,0.994,0.9648259030152229,282.2990532940021
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,22,18432,0,124,196,142,0.996,0.9959615546218488,0.996017608217168,0.996,0.9766394448969591,267.91054310498293
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,23,19456,1,124,196,142,0.9966666666666667,0.9966400755284308,0.9966789035731768,0.9966666666666667,0.9805571131969575,274.71336761000566
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,24,20480,2,124,196,142,0.9966666666666667,0.9966400755284308,0.9966789035731768,0.9966666666666667,0.9805571131969575,276.3593045080779
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,25,21504,0,124,196,142,0.9953333333333333,0.9952807936150397,0.9953572825024438,0.9953333333333333,0.9727117770954385,264.40999982401263
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,26,22528,1,124,196,142,0.9966666666666667,0.9966400755284308,0.9966789035731768,0.9966666666666667,0.9805571131969575,274.52406145306304
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,27,23552,2,124,196,142,0.9966666666666667,0.9966400755284308,0.9966789035731768,0.9966666666666667,0.9805571131969575,274.0815376789542
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,28,24576,0,124,196,142,0.9946666666666667,0.9946327660618205,0.9946400534238298,0.9946666666666667,0.9688072542805272,271.30864893307444
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,29,25600,1,124,196,142,0.9953333333333333,0.9952807936150397,0.9953572825024438,0.9953333333333333,0.9727117770954385,252.95349730399903
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,30,26624,2,124,196,142,0.9966666666666667,0.9966400755284308,0.9966789035731768,0.9966666666666667,0.9805571131969575,228.27604857692495
