dataset,config,feature_map,reps,entanglement,unopt_optimization_name,opt_optimization_name,unopt_acc_mean,opt_acc_mean,unopt_acc_std,opt_acc_std,acc_change,p_value,t_stat,cohens_d,depth_reduction_pct,gate_reduction_pct,nisq_score_improvement,significant,n_runs
UNSW_NB15,10q_2p5k,ZZ,2,full,L0,L3,0.8766666666666667,0.8749333333333335,0.012699761833092937,0.02107997704217833,-0.0017333333333332535,0.6508307571104106,-0.4681161071936609,-0.156038702397887,17.72151898734177,1.9867549668874174,3.542129146018091,False,10
UNSW_NB15,10q_2p5k,ZZ,3,full,L0,L3,0.8728,0.8773333333333333,0.01855202893965448,0.01651037832978374,0.004533333333333278,0.03300367214926843,2.5156444807016527,0.8385481602338842,21.891891891891895,13.225806451612904,5.031852297365475,True,10
UNSW_NB15,10q_2p5k,Pauli,2,full,L0,L3,0.8773333333333333,0.8728,0.013063945294843624,0.015165913697222635,-0.004533333333333278,0.10412226008169666,-1.807647072771258,-0.602549024257086,17.72151898734177,1.9867549668874174,3.542129146018091,False,10
