dataset,model,entanglement,optimization_level,device,num_qubits,n_runs,mean_readout_error,aggregate_depth,accuracy_mean,accuracy_std,accuracy_ci95,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_ci95,f1_score_mean,f1_score_std,f1_score_ci95,mcc_mean,mcc_std,mcc_ci95,roc_auc_mean,roc_auc_std,roc_auc_ci95,g_mean_mean,g_mean_std,g_mean_ci95,total_time_mean,total_time_std,total_time_ci95
IoT_Original_Distribution,QSVC,full,0,FakeKolkataV2,10,10,0.012177777777777777,251.0,0.9621333333333334,0.00454116969758037,0.0028146461391956312,0.8368697478991598,0.02418649303968263,0.014990943696972448,0.9598476477588166,0.005199964387788817,0.003222971318566441,0.7585554444641639,0.03166549672534877,0.019626478206970253,0.97584243697479,0.006372644826441451,0.003949806184685306,0.8220433356858008,0.029880833395594497,0.01852033241516394,1585.240156329493,206.16959304516178,127.78523766537333
IoT_Original_Distribution,QSVC,full,0,FakeSherbrooke,10,10,0.04147699311023622,727.0,0.9066666666666666,0.0,0.0,0.5,0.0,0.0,0.8622843822843823,0.0,0.0,0.0,0.0,0.0,0.6674653361344538,0.08464788474200484,0.052465302520429344,0.0,0.0,0.0,2514.663193974411,232.86342517113016,144.33024622863536
IoT_Original_Distribution,QSVC,full,0,ideal,10,10,,237.0,0.9594666666666667,0.004753686029198568,0.002946365126183476,0.8206617647058824,0.021795933029978006,0.013509259252232205,0.9565856743807218,0.005389769537743927,0.0033406137693220792,0.7384928957923563,0.0331840231333674,0.020567670625715052,0.9720336134453781,0.009400168551517056,0.0058262848304068285,0.802296828864916,0.02725472210050401,0.01689265177117416,340.5316927097389,66.11316138788793,40.977361966804835
IoT_Original_Distribution,QSVC,full,3,FakeKolkataV2,10,10,0.012177777777777777,245.0,0.9618666666666668,0.004541169697580374,0.002814646139195634,0.8335189075630252,0.024057677098140513,0.01491110274922686,0.9594358513905001,0.005177245600595822,0.0032088900683779615,0.7562082680840867,0.03126826139840109,0.019380269200523933,0.9764558823529411,0.007147771487343881,0.004430234666505549,0.817915825816757,0.0297641716735378,0.018448024730702433,1676.2984243319254,181.52823024687845,112.5123627711227
IoT_Original_Distribution,QSVC,full,3,FakeSherbrooke,10,10,0.04147699311023622,505.0,0.9066666666666666,0.0,0.0,0.5,0.0,0.0,0.8622843822843823,0.0,0.0,0.0,0.0,0.0,0.8148644957983194,0.05251075844192271,0.0325465052745205,0.0,0.0,0.0,2330.1184863215663,252.9914634974813,156.80573363335225
IoT_Original_Distribution,QSVC,full,3,ideal,10,10,,195.0,0.9597333333333333,0.00415977207352802,0.0025782534427039516,0.8252941176470587,0.019251004691940878,0.011931896326331771,0.9570962536780373,0.004575722106561769,0.0028360619441569,0.7413464863123986,0.028159779802676296,0.01745361234671174,0.9733970588235294,0.005718524012475784,0.0035443779038225685,0.808246336911079,0.023531611634455444,0.014585043996761766,352.3682049749186,70.30927242171853,43.57813853045107
IoT_Original_Distribution,QVE,full,0,FakeKolkataV2,10,10,0.012177777777777777,255.0,0.9738666666666665,0.005303620938729349,0.0032872183144588333,0.927279411764706,0.018149894069023866,0.011249420891583758,0.9739962411062782,0.005097376926075088,0.003159386951041863,0.8478781744954897,0.02874260777904931,0.017814852869035225,0.9748529411764707,0.009465497460695872,0.005866776107818459,0.9252889910062146,0.01950452833567068,0.012089031908690455,2255.4284351811975,259.5505507143307,160.87109800883226
IoT_Original_Distribution,QVE,full,0,FakeSherbrooke,10,10,0.04147699311023622,731.0,0.9707999999999999,0.005877767275773017,0.00364307790097777,0.8576680672268907,0.03176046316129308,0.019685339013785344,0.9687829197349813,0.006771198217314754,0.004196832135616534,0.815204267659009,0.04016719580899967,0.024895885891768086,0.9683214285714286,0.007901887367509295,0.004897640531506508,0.8455577105625899,0.037339987260926535,0.023143563879055168,3320.0771916167228,242.58390668718323,150.35506309131705
IoT_Original_Distribution,QVE,full,0,ideal,10,10,,239.0,0.9737333333333332,0.004788875998951443,0.002968176095404933,0.9246428571428572,0.01588179097805819,0.009843636031421917,0.9738152915213669,0.004528420378317559,0.0028067440292481515,0.846611647524138,0.02524887639451727,0.01564941572228,0.9744726890756304,0.007678860891387862,0.00475940728946579,0.9224726753572032,0.017219249401443162,0.010672601350582083,374.6506003282149,63.276167763643244,39.21897510104697
IoT_Original_Distribution,QVE,full,3,FakeKolkataV2,10,10,0.012177777777777777,249.0,0.9749333333333332,0.003707849531486964,0.0022981489491746554,0.9240231092436977,0.01906370646740645,0.011815807684049825,0.9748638800907118,0.0038107318248063555,0.0023619160552216527,0.8515301332837787,0.023012624635967666,0.014263372522479563,0.9743403361344537,0.00798094592181689,0.004946641531132403,0.9216689339664669,0.02058635410825348,0.012759554469365721,2525.3059419147203,269.2201728950797,166.8643919289047
IoT_Original_Distribution,QVE,full,3,FakeSherbrooke,10,10,0.04147699311023622,509.0,0.9728,0.00487675261310051,0.0030226425851448,0.8658193277310924,0.027285918308661436,0.016911987381313248,0.9710271007052251,0.005583723060003802,0.0034608274078705404,0.8289269454443795,0.032840103179277894,0.02035450682972519,0.9685966386554622,0.007434968632230281,0.004608241301111876,0.8552198847916627,0.03175902647449644,0.019684448546083255,3223.633619028225,225.49429900253384,139.76281450928414
IoT_Original_Distribution,QVE,full,3,ideal,10,10,,197.0,0.9737333333333332,0.005184973540654176,0.0032136798952502694,0.9214390756302523,0.018022620575586457,0.011170535963078133,0.973716236472353,0.0050486739561560355,0.003129200537545124,0.8452110648564037,0.029111806687122873,0.0180436847230305,0.9765798319327732,0.007349444279854437,0.004555232758323849,0.91898745611587,0.01938229208582407,0.012013269096108527,379.20322286568114,66.07256580793795,40.95220056567167
UNSW_2018_IoT_Botnet_Final_10_Best,QSVC,full,0,FakeKolkataV2,10,10,0.012177777777777777,251.0,0.9892000000000001,0.003580468277532935,0.0022191972300088553,0.9625925925925924,0.011650815543115098,0.007221250288088138,0.9891185179190847,0.0035983402639374086,0.0022302744019453966,0.9393990984903535,0.020042670469584026,0.01242257585891208,0.9984355555555554,0.0012156950874075778,0.000753495621631144,0.9619543942034376,0.012071586478861746,0.007482046815999452,1631.673612906027,193.47081867772314,119.91445576861402
UNSW_2018_IoT_Botnet_Final_10_Best,QSVC,full,0,FakeSherbrooke,10,10,0.04147699311023622,727.0,0.9,0.0,0.0,0.5,0.0,0.0,0.8526315789473683,0.0,0.0,0.0,0.0,0.0,0.8704869135802469,0.017925207194228448,0.011110158523782833,0.0,0.0,0.0,2505.014311080717,216.36822919267232,134.10641783905118
UNSW_2018_IoT_Botnet_Final_10_Best,QSVC,full,0,ideal,10,10,,237.0,0.9701333333333333,0.0041311822359545785,0.0025605332777893486,0.8506666666666668,0.02065591117977289,0.012802666388946744,0.9676977166669692,0.004833126518525061,0.002995602851586638,0.8236324713310188,0.026008147199258883,0.01612001664263508,0.99504,0.001470642010108268,0.0009115133614354172,0.8371324032481262,0.024555442151952312,0.015219620725924447,343.91801200209886,64.04888874650025,39.69791252816686
UNSW_2018_IoT_Botnet_Final_10_Best,QSVC,full,3,FakeKolkataV2,10,10,0.012177777777777777,245.0,0.984,0.003664982778326805,0.00227157986030172,0.9371851851851851,0.018340876363207456,0.011367792943891114,0.9836662895299891,0.003833984422761258,0.0023763281647481713,0.9088689115760602,0.021443545341381404,0.013290847100020193,0.9980562962962963,0.0014189323326917703,0.0008794633713245111,0.9351564744737557,0.019623279278571406,0.012162634505646799,1666.7430991815752,188.00179694549195,116.52472098023922
UNSW_2018_IoT_Botnet_Final_10_Best,QSVC,full,3,FakeSherbrooke,10,10,0.04147699311023622,505.0,0.9,0.0,0.0,0.5,0.0,0.0,0.8526315789473683,0.0,0.0,0.0,0.0,0.0,0.932799012345679,0.016074060807573454,0.009962806106395614,0.0,0.0,0.0,2391.9601725498096,166.77382303253654,103.36748643582634
UNSW_2018_IoT_Botnet_Final_10_Best,QSVC,full,3,ideal,10,10,,195.0,0.9701333333333333,0.0041311822359545785,0.0025605332777893486,0.8506666666666668,0.02065591117977289,0.012802666388946744,0.9676977166669692,0.004833126518525061,0.002995602851586638,0.8236324713310188,0.026008147199258883,0.01612001664263508,0.995041975308642,0.0014711592847633471,0.0009118339715882591,0.8371324032481262,0.024555442151952312,0.015219620725924447,351.28993529380534,77.79784959233764,48.219606747897835
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,full,0,FakeKolkataV2,10,10,0.012177777777777777,255.0,0.9842666666666666,0.007945493326252996,0.004924667784746852,0.9746666666666666,0.010357428726656556,0.00641960083390208,0.9846259289853103,0.007635646351332264,0.004732622640041786,0.9179900987371893,0.03961134697144374,0.024551367212927083,0.9984691358024692,0.0008810383396567251,0.0005460732204126672,0.9745649201496935,0.010423494554568874,0.00646054885827678,2381.9169634896098,257.86505142449215,159.82641472573698
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,full,0,FakeSherbrooke,10,10,0.04147699311023622,731.0,0.9650666666666666,0.009914199817670164,0.006144884709965301,0.8822222222222222,0.025745403254789294,0.015957166258670705,0.9643466454449194,0.009932380701596294,0.006156153338569317,0.8002186581021513,0.05655687428580856,0.03505431385626091,0.9861846913580246,0.006792682774937759,0.004210148402392061,0.8757552812159052,0.028609206749166432,0.017732170054093374,3373.050297870382,311.5563585875754,193.1046316784001
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,full,0,ideal,10,10,,239.0,0.9805333333333334,0.008893332222777418,0.005512144419258747,0.963111111111111,0.014953262552577496,0.009268128150863048,0.9809406263578682,0.008540890320780576,0.005293698665233141,0.8977349271011514,0.04453560077566526,0.027603451341352503,0.9967387654320987,0.0013385038192126634,0.000829613262207067,0.9627901473803412,0.015183243188644734,0.00941067162589357,374.8454495155253,66.15347464202243,41.00234838058465
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,full,3,FakeKolkataV2,10,10,0.012177777777777777,249.0,0.9830666666666668,0.00807495747800598,0.005004910497343549,0.9704444444444444,0.011910605398432562,0.007382269708626661,0.9834310083188271,0.0077508019213896415,0.00480399680182252,0.9113113690902217,0.040277680908036774,0.02496436526561952,0.9980819753086418,0.0010114853314936864,0.0006269251036046163,0.9702723382851854,0.012023499080155394,0.00745224193749317,2486.5153516818887,222.49116431928087,137.90145234829592
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,full,3,FakeSherbrooke,10,10,0.04147699311023622,509.0,0.9680000000000002,0.008049231233899928,0.0049889652060482945,0.8980740740740742,0.019971630542355515,0.012378544855840558,0.9676161556318231,0.007906602415806525,0.0049005629487183094,0.8194141226987032,0.044167414246209194,0.027375246966125227,0.9863585185185185,0.006730765447476995,0.004171771645236386,0.8935700692287865,0.021865984649923766,0.013552677696103568,3132.0687585917767,200.56717087848682,124.31282043111369
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,full,3,ideal,10,10,,197.0,0.9805333333333334,0.008893332222777418,0.005512144419258747,0.963111111111111,0.014953262552577496,0.009268128150863048,0.9809406263578682,0.008540890320780576,0.005293698665233141,0.8977349271011514,0.04453560077566526,0.027603451341352503,0.9967367901234567,0.0013350125076454277,0.0008274493248786106,0.9627901473803412,0.015183243188644734,0.00941067162589357,379.3469884140301,65.5810382117354,40.64754860525346
