dataset,config,method,accuracy_mean,accuracy_std,accuracy_ci95,f1_mean,f1_std,circuit_depth,total_gates,two_qubit_gates,n_runs,nisq_feasibility_score,estimated_circuit_fidelity,expected_noisy_accuracy
IoT_Original_Distribution,10q_2p5k,none (baseline),0.9598666666666666,0.0054596160494495725,0.0039055740450185303,0.9570790626160013,0.0059246780925252965,237,604,474,10,16.62583910776173,0.021145977694043274,0.5097243302755674
IoT_Original_Distribution,10q_2p5k,qiskit_level3,0.9586666666666666,0.0054433105395181635,0.0038939097858834352,0.9555704589174381,0.00587519279034498,195,592,372,10,20.167968253779822,0.046699206344495564,0.5214193693100087
