status,dataset,model,composition,n_maps,entanglement,optimization_level,noise_level,num_qubits,run_idx,seed,gpu_id,accuracy,f1_score,mcc,kernel_time,classifier_time,total_time
success,UNSW_NB15,QVE,2map,2,full,0,0.002,6,1,123,2,0.8853333333333333,0.8814127450980392,0.7520498614131699,297.79996802400274,2.6146929399837973,300.41466096398653
success,UNSW_NB15,QVE,2map,2,full,0,0.002,6,2,456,0,0.8793333333333333,0.8737564109569224,0.7424366172660474,258.0459343219991,2.8897570519911824,260.93569137399027
success,UNSW_NB15,QVE,2map,2,full,0,0.002,6,3,789,1,0.884,0.8791463852967392,0.7515580326495767,268.17842412900063,2.065324310999131,270.24374843999976
success,UNSW_NB15,QVE,2map,2,full,0,0.002,6,4,1024,2,0.8886666666666667,0.8841375848873396,0.7620551537628131,270.64817240399134,1.1623386510036653,271.810511054995
success,UNSW_NB15,QVE,2map,2,full,0,0.002,6,5,2048,0,0.8933333333333333,0.8914610013765195,0.7662111430290206,270.55822901800275,1.1892413000023225,271.74747031800507
success,UNSW_NB15,QVE,2map,2,full,0,0.002,6,6,3072,1,0.8986666666666666,0.8962773204683654,0.7792816034030193,268.1932120850106,2.022165379996295,270.2153774650069
success,UNSW_NB15,QVE,2map,2,full,0,0.002,6,7,4096,2,0.8966666666666666,0.8930793478355381,0.7782715176995159,247.72876359899237,2.5284616710123373,250.2572252700047
success,UNSW_NB15,QVE,2map,2,full,0,0.002,6,8,5120,0,0.894,0.8899297054661811,0.7735858055256614,265.9476030159858,0.8858628979942296,266.83346591398004
success,UNSW_NB15,QVE,2map,2,full,0,0.002,6,9,6144,1,0.894,0.8892940885481079,0.7767707429792942,262.78094143100316,2.0533895840053447,264.8343310150085
success,UNSW_NB15,QVE,2map,2,full,0,0.01,6,0,42,2,0.83,0.8271763348264695,0.6244892215039763,262.90859152699704,3.0620498990028864,265.97064142599993
