dataset,config,method,model,run,seed,gpu_id,circuit_depth,total_gates,two_qubit_gates,accuracy,f1_score,precision,recall,mcc,training_time
IoT_Original_Distribution,6q_5k,none (baseline),QSVC_Precomputed_GPU,23,19456,1,124,204,150,0.9573333333333334,0.9591465201465201,0.9625745779045054,0.9573333333333334,0.7757780903879318,198.30854595202254
IoT_Original_Distribution,6q_5k,none (baseline),QSVC_Precomputed_GPU,24,20480,2,124,204,150,0.966,0.96748757655782,0.9707707340991873,0.966,0.8233256435319687,274.3208291679621
IoT_Original_Distribution,6q_5k,none (baseline),QSVC_Precomputed_GPU,25,21504,0,124,204,150,0.956,0.9587066233386886,0.9649500388952923,0.956,0.7843612123097239,273.73167135496624
IoT_Original_Distribution,6q_5k,none (baseline),QSVC_Precomputed_GPU,26,22528,1,124,204,150,0.9446666666666667,0.9484935622077233,0.9566457270961936,0.9446666666666667,0.7336234824377313,199.86184780101757
IoT_Original_Distribution,6q_5k,none (baseline),QSVC_Precomputed_GPU,27,23552,2,124,204,150,0.9506666666666667,0.9532460820895523,0.9582469857353706,0.9506666666666667,0.748190568590062,278.28441384003963
IoT_Original_Distribution,6q_5k,none (baseline),QSVC_Precomputed_GPU,28,24576,0,124,204,150,0.9553333333333334,0.956462556293408,0.9581348638910373,0.9553333333333334,0.7527044313772395,278.0704887569882
IoT_Original_Distribution,6q_5k,none (baseline),QSVC_Precomputed_GPU,29,25600,1,124,204,150,0.954,0.9568809969513825,0.9634039634146342,0.954,0.7750222281710959,235.38773762603523
IoT_Original_Distribution,6q_5k,none (baseline),QSVC_Precomputed_GPU,30,26624,2,124,204,150,0.948,0.9507188432835819,0.9558250182906974,0.948,0.734096900298577,84.16010927601019
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,1,42,0,124,196,142,0.9486666666666667,0.9519950511580313,0.9591491361992768,0.9486666666666667,0.7496239879314855,272.6467102050083
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,2,123,1,124,196,142,0.96,0.9621857416538717,0.9671643091409448,0.96,0.7993956907456233,275.1935820929939
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,3,456,2,124,196,142,0.9406666666666667,0.9456122066712134,0.9570363777089783,0.9406666666666667,0.7300740400658026,275.7929125119699
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,4,789,0,124,196,142,0.9546666666666667,0.9573529970495248,0.9632782653375809,0.9546666666666667,0.7754009734327173,271.34628352499567
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,5,1024,1,124,196,142,0.952,0.954844349817144,0.9608841023533038,0.952,0.7615061436964442,269.9278678370174
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,6,2048,2,124,196,142,0.9533333333333334,0.9554332680423616,0.959316899782638,0.9533333333333334,0.7562137208034863,269.14760499598924
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,7,3072,0,124,196,142,0.9533333333333334,0.9551979853699486,0.9584510467282242,0.9533333333333334,0.7522266687925445,268.0715578919626
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,8,4096,1,124,196,142,0.9526666666666667,0.9554175125808769,0.9612421369102683,0.9526666666666667,0.7639370639604357,251.73938613099745
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,9,5120,2,124,196,142,0.944,0.9473184081200012,0.9537016134004727,0.944,0.7198216544876251,268.4352799089975
IoT_Original_Distribution,6q_5k,qiskit_level3,QSVC_Precomputed_GPU,10,6144,0,124,196,142,0.9513333333333334,0.9548020828342234,0.963053054964317,0.9513333333333334,0.7698244711461116,221.22046598698944
