offdiag_var,offdiag_mean,kta,dataset,map,map_type,entanglement,reps,noise_level,num_qubits,seed,kernel_time,n_train
0.049299660805694714,0.10277394161075462,0.3653643047455361,IoT,Z-linear,Z,linear,1,0.0,10,42,3.3900329360039905,420
0.04935625844197232,0.09353154501051306,0.3570664642049428,IoT,Z-linear,Z,linear,1,0.0,10,123,3.086213025962934,420
0.049988080410896384,0.10026084243394738,0.37450168029685305,IoT,Z-linear,Z,linear,1,0.0,10,456,3.0745306089520454,420
0.04355616034378574,0.08104660089498338,0.3181601776463017,IoT,Z-linear,Z,linear,1,0.0,10,789,2.9703073269920424,420
0.041881448493914536,0.07741889993793334,0.33125026107318234,IoT,Z-linear,Z,linear,1,0.0,10,1024,3.2565912579884753,420
0.04475816229162532,0.11142738477132769,0.39312954633959624,IoT,Z-linear,Z,linear,1,0.002,10,42,43.982139458996244,420
0.049222598644168815,0.09409791338883677,0.35606349857105213,IoT,Z-linear,Z,linear,1,0.002,10,123,43.4005862850463,420
0.0533163611836089,0.11301502746741168,0.40247354373159433,IoT,Z-linear,Z,linear,1,0.002,10,456,42.29951906600036,420
0.044515782689918605,0.09869649002125254,0.38666285323879224,IoT,Z-linear,Z,linear,1,0.002,10,789,43.75766972301062,420
0.03548759022873782,0.0621033295634544,0.2925517504892324,IoT,Z-linear,Z,linear,1,0.002,10,1024,43.04616577201523,420
0.04938891209857176,0.10481193882839514,0.36973355544239006,IoT,Z-linear,Z,linear,1,0.005,10,42,43.29990928003099,420
0.04582713949385436,0.08523821820604614,0.327814850138535,IoT,Z-linear,Z,linear,1,0.005,10,123,43.86804362095427,420
0.05599130297507267,0.10366392320398979,0.37926210483559003,IoT,Z-linear,Z,linear,1,0.005,10,456,44.15873104298953,420
0.045368936416341,0.09247765602170707,0.3531840536685696,IoT,Z-linear,Z,linear,1,0.005,10,789,43.940697110956535,420
0.04205549006949521,0.07874901319290113,0.3347317666485971,IoT,Z-linear,Z,linear,1,0.005,10,1024,44.228656574035995,420
0.05060858003904647,0.10058151260321334,0.3595267482586342,IoT,Z-linear,Z,linear,1,0.01,10,42,44.15228097292129,420
0.050228298366416714,0.09053053916169507,0.34436189386072547,IoT,Z-linear,Z,linear,1,0.01,10,123,44.09021259797737,420
0.05015018186881972,0.1039646091524389,0.38297479514207705,IoT,Z-linear,Z,linear,1,0.01,10,456,44.241494928020984,420
0.04299009525945921,0.08446046032055061,0.3389012436057646,IoT,Z-linear,Z,linear,1,0.01,10,789,44.47101296798792,420
0.03569801639682975,0.06363271258779188,0.29717151171403,IoT,Z-linear,Z,linear,1,0.01,10,1024,43.9972017579712,420
0.04779278075311286,0.08888062039736244,0.32883003636911423,IoT,Z-linear,Z,linear,1,0.02,10,42,43.88803133205511,420
0.041735235072162286,0.0669961499877803,0.29604732710854387,IoT,Z-linear,Z,linear,1,0.02,10,123,44.272631882922724,420
0.05604467926764059,0.11030043101068483,0.39764482679227947,IoT,Z-linear,Z,linear,1,0.02,10,456,44.00692385004368,420
0.043808903162817714,0.1003838329738445,0.3610097346572771,IoT,Z-linear,Z,linear,1,0.02,10,789,43.81139752396848,420
0.03596967948631794,0.06569664265870385,0.30329368100658993,IoT,Z-linear,Z,linear,1,0.02,10,1024,44.048418588005006,420
0.04194027663577619,0.10524224255572906,0.37929276973305814,IoT,Z-linear,Z,linear,1,0.05,10,42,43.614288775017485,420
0.05050525971276809,0.11094290771797477,0.3918348063320886,IoT,Z-linear,Z,linear,1,0.05,10,123,43.716308661038056,420
0.054503793684946886,0.152474552098275,0.46765453763834275,IoT,Z-linear,Z,linear,1,0.05,10,456,44.07333572092466,420
0.04147665817180986,0.10379990996589579,0.3885513262441876,IoT,Z-linear,Z,linear,1,0.05,10,789,43.569873343920335,420
0.03684065587238753,0.07306661866938209,0.3241859477910418,IoT,Z-linear,Z,linear,1,0.05,10,1024,44.327562412945554,420
0.017945205400317892,0.024739603703845314,0.18217414292083337,IoT,ZZ-linear,ZZ,linear,2,0.0,10,42,4.628076262888499,420
0.018254537088571415,0.02524512370361183,0.18394940327781623,IoT,ZZ-linear,ZZ,linear,2,0.0,10,123,4.417619306012057,420
0.022304950824687548,0.03181251147624323,0.20652295357239628,IoT,ZZ-linear,ZZ,linear,2,0.0,10,456,4.465351328952238,420
0.020850754385086438,0.02854449332897742,0.1918874393166669,IoT,ZZ-linear,ZZ,linear,2,0.0,10,789,4.486064161988907,420
0.018749178146570573,0.025193554245094906,0.1820485615369174,IoT,ZZ-linear,ZZ,linear,2,0.0,10,1024,4.352721106028184,420
0.019010650432813834,0.028240501352316753,0.19549830015876488,IoT,ZZ-linear,ZZ,linear,2,0.002,10,42,47.634981425944716,420
0.021862933991956993,0.032332637906782355,0.20805267694483778,IoT,ZZ-linear,ZZ,linear,2,0.002,10,123,48.358757083071396,420
0.024303546831318218,0.0355857336096176,0.2173453649833983,IoT,ZZ-linear,ZZ,linear,2,0.002,10,456,48.84505560505204,420
0.021414497462751994,0.03154658599984324,0.2028137204203591,IoT,ZZ-linear,ZZ,linear,2,0.002,10,789,49.01033113698941,420
0.021216226511460257,0.03018666241903242,0.1997783679353455,IoT,ZZ-linear,ZZ,linear,2,0.002,10,1024,48.70044208003674,420
0.01916145835527147,0.03179739444608756,0.21052892485039104,IoT,ZZ-linear,ZZ,linear,2,0.005,10,42,49.03732952196151,420
0.019102630559035532,0.03206360498055757,0.21290206828083164,IoT,ZZ-linear,ZZ,linear,2,0.005,10,123,48.50124786095694,420
0.022795135621077763,0.03794764826024569,0.2326492678757667,IoT,ZZ-linear,ZZ,linear,2,0.005,10,456,48.567362582078204,420
0.017922572480972777,0.0307429402672971,0.20968194593274986,IoT,ZZ-linear,ZZ,linear,2,0.005,10,789,48.56808870797977,420
0.0214090513091945,0.03363358594322294,0.2138055394995175,IoT,ZZ-linear,ZZ,linear,2,0.005,10,1024,49.35467821592465,420
0.019335354366004424,0.044438728361649533,0.2606263711671266,IoT,ZZ-linear,ZZ,linear,2,0.01,10,42,48.8250215559965,420
