dataset,config,feature_map,reps,entanglement,unopt_optimization_name,opt_optimization_name,unopt_acc_mean,opt_acc_mean,unopt_acc_std,opt_acc_std,acc_change,p_value,t_stat,cohens_d,depth_reduction_pct,gate_reduction_pct,nisq_score_improvement,significant,n_runs
UNSW_NB15,6q_5k,ZZ,2,full,L0,L3,0.8617555555555556,0.8612222222222222,0.015676307460020633,0.01505146556256561,-0.0005333333333333856,0.4973704387455735,-0.6872734225767725,-0.12762347062549362,0.0,3.9215686274509802,1.97510471564906,False,30
UNSW_NB15,6q_5k,ZZ,3,full,L0,L3,0.8650222222222221,0.8646444444444443,0.013015444210432906,0.013003369246071615,-0.0003777777777778102,0.5144714856174869,-0.6599850538426337,-0.12255614776510765,1.1173184357541899,-3.2679738562091507,1.4495060481280326,False,30
UNSW_NB15,6q_5k,Pauli,2,full,L0,L3,0.8620000000000001,0.8616444444444444,0.014585984980604027,0.015423257884776881,-0.0003555555555556644,0.42950659416631176,-0.8012442762206943,-0.148787326835229,0.0,3.9215686274509802,1.97510471564906,False,30
