offdiag_var,offdiag_mean,kta,dataset,map,map_type,entanglement,reps,noise_level,num_qubits,seed,kernel_time,n_train
0.01539264619689394,0.04098840622096324,0.26020601189945186,IoT,ZZ-full,ZZ,full,2,0.0,6,1024,5.943499827990308,420
0.007763267064369328,0.4345943913322672,0.6564395448140575,IoT,ZZ-full,ZZ,full,2,0.002,6,42,5.010099130915478,420
0.009089437055977418,0.4373408954036359,0.6579888973915918,IoT,ZZ-full,ZZ,full,2,0.002,6,123,5.241092526121065,420
0.007419435616376663,0.4243085077702017,0.6578452436031038,IoT,ZZ-full,ZZ,full,2,0.002,6,456,4.985884897876531,420
0.009209010616629962,0.4294709629772847,0.6624077915159169,IoT,ZZ-full,ZZ,full,2,0.002,6,789,5.255215279059485,420
0.009000627568356468,0.42753032850283007,0.6578526938462298,IoT,ZZ-full,ZZ,full,2,0.002,6,1024,4.877110150177032,420
0.0011374723686391566,0.8725984413768232,0.6611182192183124,IoT,ZZ-full,ZZ,full,2,0.005,6,42,4.92418373702094,420
0.00154337247703001,0.867797145877105,0.6648488405229274,IoT,ZZ-full,ZZ,full,2,0.005,6,123,4.929685748880729,420
0.0013297776181929398,0.8727384013985487,0.6661015525202207,IoT,ZZ-full,ZZ,full,2,0.005,6,456,4.9429640169255435,420
0.0019495215717799965,0.8591933343366868,0.6636726572232764,IoT,ZZ-full,ZZ,full,2,0.005,6,789,4.993102584965527,420
0.0015973426095956423,0.8643296379665852,0.6628476822597112,IoT,ZZ-full,ZZ,full,2,0.005,6,1024,4.978516842937097,420
7.420536062681224e-05,0.9871423034156395,0.6640424268390479,IoT,ZZ-full,ZZ,full,2,0.01,6,42,4.9450505811255425,420
3.1293686838199095e-05,0.9905983256614944,0.6630708547203961,IoT,ZZ-full,ZZ,full,2,0.01,6,123,5.0694922539405525,420
4.451730868520611e-05,0.9884840289711044,0.6628546810457395,IoT,ZZ-full,ZZ,full,2,0.01,6,456,5.0898097299505025,420
6.412439349341656e-05,0.9881670874510994,0.6633933935289751,IoT,ZZ-full,ZZ,full,2,0.01,6,789,5.066540406784043,420
6.26372938263391e-05,0.9872167815165244,0.6636116421356834,IoT,ZZ-full,ZZ,full,2,0.01,6,1024,5.005362655967474,420
4.5600238459223294e-08,0.9997169254550691,0.6630420285999935,IoT,ZZ-full,ZZ,full,2,0.02,6,42,5.100386330857873,420
2.8776294674155627e-08,0.9997327611505721,0.6630621524110921,IoT,ZZ-full,ZZ,full,2,0.02,6,123,5.003358095185831,420
6.039417959426963e-08,0.9996274831288511,0.663058157089733,IoT,ZZ-full,ZZ,full,2,0.02,6,456,5.041380403097719,420
2.3753549379449314e-08,0.999757247077347,0.6630737765972762,IoT,ZZ-full,ZZ,full,2,0.02,6,789,5.121778943110257,420
7.281310228782226e-08,0.9996153589296997,0.6630657873482496,IoT,ZZ-full,ZZ,full,2,0.02,6,1024,5.080776647897437,420
5.708599016912707e-15,0.9999999387235259,0.6630612215683854,IoT,ZZ-full,ZZ,full,2,0.05,6,42,5.225032864836976,420
6.580357322952989e-15,0.9999999369947947,0.6630612261784692,IoT,ZZ-full,ZZ,full,2,0.05,6,123,5.107777766184881,420
5.311417591012812e-15,0.9999999483981882,0.6630612287182082,IoT,ZZ-full,ZZ,full,2,0.05,6,456,5.012973976088688,420
4.995217597689654e-15,0.9999999505333609,0.6630612234932367,IoT,ZZ-full,ZZ,full,2,0.05,6,789,4.995802317047492,420
7.6104408594321e-15,0.9999999270207205,0.6630612334109027,IoT,ZZ-full,ZZ,full,2,0.05,6,1024,5.001865461934358,420
0.024597535164426105,0.05491606463627308,0.28168475007693916,IoT,Pauli-full,Pauli,full,1,0.0,6,42,4.656106560956687,420
0.02610330450916119,0.058278052179053234,0.28369877347605765,IoT,Pauli-full,Pauli,full,1,0.0,6,123,4.37715614400804,420
0.025958267069898896,0.05753766049835801,0.2773505724933513,IoT,Pauli-full,Pauli,full,1,0.0,6,456,4.514817757997662,420
0.023907100802118313,0.05576915705267824,0.27763957743031525,IoT,Pauli-full,Pauli,full,1,0.0,6,789,4.82224590703845,420
0.022699978125788382,0.058583315233273967,0.29328321094895754,IoT,Pauli-full,Pauli,full,1,0.0,6,1024,4.651376802939922,420
0.02508417332685149,0.13609635312627127,0.4740272887039654,IoT,Pauli-full,Pauli,full,1,0.002,6,42,2.9205228770151734,420
0.022778691233987115,0.1332985487060901,0.4793668391177378,IoT,Pauli-full,Pauli,full,1,0.002,6,123,3.234705357113853,420
0.020068020415313255,0.12833511898369665,0.48442547362182736,IoT,Pauli-full,Pauli,full,1,0.002,6,456,3.485209678998217,420
0.0246830135593966,0.13872087872322006,0.48540458314639906,IoT,Pauli-full,Pauli,full,1,0.002,6,789,2.9222291270270944,420
0.018778436029142608,0.12758168003951906,0.4881392671662042,IoT,Pauli-full,Pauli,full,1,0.002,6,1024,2.8019988948944956,420
0.017325542359050566,0.2838556258170249,0.6265013378186898,IoT,Pauli-full,Pauli,full,1,0.005,6,42,2.858089381130412,420
0.01533437657895464,0.2779418663072754,0.6213945797049524,IoT,Pauli-full,Pauli,full,1,0.005,6,123,2.918662922922522,420
0.01865037207547564,0.28377036701662184,0.6242569933866091,IoT,Pauli-full,Pauli,full,1,0.005,6,456,2.94589711795561,420
0.017389251870152764,0.2731495594775789,0.6190687419670282,IoT,Pauli-full,Pauli,full,1,0.005,6,789,2.9681698391214013,420
0.013649407135028643,0.26846581728675306,0.6313466096695229,IoT,Pauli-full,Pauli,full,1,0.005,6,1024,2.9538701081182808,420
0.004713667524983882,0.6457083883404339,0.6665324617843255,IoT,Pauli-full,Pauli,full,1,0.01,6,42,2.9681788890156895,420
0.00488489345214739,0.6250703796146538,0.6571399893891273,IoT,Pauli-full,Pauli,full,1,0.01,6,123,2.929920039139688,420
0.00587836657980627,0.6358184387469403,0.6628612013803775,IoT,Pauli-full,Pauli,full,1,0.01,6,456,2.8410321089904755,420
0.004900734446450758,0.6526924111623902,0.6663989323980765,IoT,Pauli-full,Pauli,full,1,0.01,6,789,2.840893107932061,420
0.005202987877446489,0.6356645870413993,0.6650127179645202,IoT,Pauli-full,Pauli,full,1,0.01,6,1024,2.8891809969209135,420
0.00021140293999702384,0.9434923707280515,0.6630350378578358,IoT,Pauli-full,Pauli,full,1,0.02,6,42,2.937506997026503,420
0.00021428345996684774,0.9447032618920956,0.6633202113113777,IoT,Pauli-full,Pauli,full,1,0.02,6,123,2.9923980990424752,420
0.00020580392953163158,0.944352950172162,0.6644601197012096,IoT,Pauli-full,Pauli,full,1,0.02,6,456,2.941976309986785,420
0.0002928177069614207,0.9436405571187975,0.66341522121486,IoT,Pauli-full,Pauli,full,1,0.02,6,789,3.0104057490825653,420
0.000259404899300469,0.9415733129290752,0.6647182658847446,IoT,Pauli-full,Pauli,full,1,0.02,6,1024,3.0072528931777924,420
3.042005283817047e-08,0.9995888500054299,0.6630441355086112,IoT,Pauli-full,Pauli,full,1,0.05,6,42,2.953644697088748,420
2.362338908088602e-08,0.999582317682515,0.6630523283013926,IoT,Pauli-full,Pauli,full,1,0.05,6,123,2.8455657220911235,420
3.2011004159773955e-08,0.9996028371271267,0.663057756045275,IoT,Pauli-full,Pauli,full,1,0.05,6,456,2.912007750943303,420
3.052756506956916e-08,0.9996034870236852,0.6630595743777103,IoT,Pauli-full,Pauli,full,1,0.05,6,789,3.0299576548859477,420
2.2689962473626252e-08,0.9995946858143018,0.6630633342202189,IoT,Pauli-full,Pauli,full,1,0.05,6,1024,3.0261579959187657,420
0.04711773483670531,0.1355360220686973,0.4764521784604033,UNSW-2018,Z-linear,Z,linear,1,0.0,6,42,3.0506203211843967,420
0.046880559148615275,0.1426026435283861,0.48051417858894474,UNSW-2018,Z-linear,Z,linear,1,0.0,6,123,3.0177795379422605,420
0.04622858497625366,0.13800316990960876,0.4622017532019482,UNSW-2018,Z-linear,Z,linear,1,0.0,6,456,3.0685309001710266,420
0.0867385951578023,0.2160624757353385,0.530703083372576,UNSW-2018,Z-linear,Z,linear,1,0.0,6,789,3.0387758950237185,420
0.04374007116735267,0.12619628361845628,0.4503783175458115,UNSW-2018,Z-linear,Z,linear,1,0.0,6,1024,2.86104677291587,420
0.04716384384962869,0.1372187305108255,0.47953667856096865,UNSW-2018,Z-linear,Z,linear,1,0.002,6,42,0.9225190440192819,420
0.04690887557206627,0.14442733747852593,0.48366642120366504,UNSW-2018,Z-linear,Z,linear,1,0.002,6,123,0.827031112043187,420
0.04627721549784165,0.1397598313298537,0.4653258833516983,UNSW-2018,Z-linear,Z,linear,1,0.002,6,456,0.8532251380383968,420
0.08661971848587026,0.21786390257159463,0.532780545731259,UNSW-2018,Z-linear,Z,linear,1,0.002,6,789,0.8996466870885342,420
0.04379695971732805,0.12787313219435145,0.4536140550333572,UNSW-2018,Z-linear,Z,linear,1,0.002,6,1024,0.7806644930969924,420
0.04721359320744536,0.13910633572502362,0.4829455410171675,UNSW-2018,Z-linear,Z,linear,1,0.005,6,42,0.9000182589516044,420
0.046938975000707664,0.14647196969339332,0.48714236742500583,UNSW-2018,Z-linear,Z,linear,1,0.005,6,123,0.8849259049165994,420
0.04633026586893337,0.14172853450928313,0.4687744600263912,UNSW-2018,Z-linear,Z,linear,1,0.005,6,456,0.8723528939299285,420
0.0864829689177379,0.21988327242843878,0.5350815195845271,UNSW-2018,Z-linear,Z,linear,1,0.005,6,789,0.8934490119572729,420
0.043859388616423,0.12975392387586845,0.4571889576829303,UNSW-2018,Z-linear,Z,linear,1,0.005,6,1024,0.978115483885631,420
0.04729348044593448,0.14232000704626216,0.48862716762739156,UNSW-2018,Z-linear,Z,linear,1,0.01,6,42,0.9062585439532995,420
0.046986118236420266,0.14994764684294792,0.4929176454086487,UNSW-2018,Z-linear,Z,linear,1,0.01,6,123,0.8993713050149381,420
0.04641684489154278,0.1450759060116568,0.4745129742239747,UNSW-2018,Z-linear,Z,linear,1,0.01,6,456,0.975995261920616,420
0.08624205974997219,0.22331766889353805,0.5389285399902055,UNSW-2018,Z-linear,Z,linear,1,0.01,6,789,0.8847120329737663,420
0.0439622221857841,0.13295547666394808,0.463144850229672,UNSW-2018,Z-linear,Z,linear,1,0.01,6,1024,0.9566324751358479,420
0.047440473166485725,0.14900681342128616,0.49997326124466307,UNSW-2018,Z-linear,Z,linear,1,0.02,6,42,0.930015916004777,420
0.04706754752928655,0.15715891757391662,0.5043829511400088,UNSW-2018,Z-linear,Z,linear,1,0.02,6,123,0.8462183689698577,420
0.046581616206602346,0.15202429579890422,0.4859393073852205,UNSW-2018,Z-linear,Z,linear,1,0.02,6,456,0.9696483879815787,420
0.08570984558018803,0.23044818987414967,0.5466564974364231,UNSW-2018,Z-linear,Z,linear,1,0.02,6,789,0.9417868820019066,420
0.04416189025893372,0.13961531863726373,0.47503022733937966,UNSW-2018,Z-linear,Z,linear,1,0.02,6,1024,0.8867922350764275,420
0.04774691151768907,0.1712520628451449,0.5334983236258108,UNSW-2018,Z-linear,Z,linear,1,0.05,6,42,1.430433105910197,420
0.04717526327558661,0.18096716553845082,0.537734041017266,UNSW-2018,Z-linear,Z,linear,1,0.05,6,123,0.8719137920998037,420
0.04697466726250468,0.17500102709668872,0.51947423476257,UNSW-2018,Z-linear,Z,linear,1,0.05,6,456,0.9757318499032408,420
0.08367539751006388,0.2540005445278599,0.569864810230274,UNSW-2018,Z-linear,Z,linear,1,0.05,6,789,0.8969886521808803,420
0.044679962291871045,0.16176146437060784,0.5101030480979162,UNSW-2018,Z-linear,Z,linear,1,0.05,6,1024,0.8012156879995018,420
0.008534744623548944,0.032880826228600175,0.270669020537364,UNSW-2018,ZZ-linear,ZZ,linear,2,0.0,6,42,3.7120730890892446,420
0.008469523458978398,0.03520923098890471,0.27922453717658613,UNSW-2018,ZZ-linear,ZZ,linear,2,0.0,6,123,3.816512380959466,420
0.009052747915986408,0.036958066753733455,0.2883756584293735,UNSW-2018,ZZ-linear,ZZ,linear,2,0.0,6,456,4.056257568998262,420
0.01841826786411414,0.06821685184409246,0.3376663891824619,UNSW-2018,ZZ-linear,ZZ,linear,2,0.0,6,789,3.991219004848972,420
0.0075630481755608395,0.02979437556811095,0.25516067621822774,UNSW-2018,ZZ-linear,ZZ,linear,2,0.0,6,1024,4.007593106012791,420
0.008854573023334937,0.04586325040291145,0.33379350566003113,UNSW-2018,ZZ-linear,ZZ,linear,2,0.002,6,42,1.9871384189464152,420
0.008885728585257449,0.04833686344862847,0.3401833199640759,UNSW-2018,ZZ-linear,ZZ,linear,2,0.002,6,123,2.001157811144367,420
0.009356831859040713,0.05029457505295514,0.34825962952598716,UNSW-2018,ZZ-linear,ZZ,linear,2,0.002,6,456,1.8870781599543989,420
0.018577439050192327,0.08666209276431092,0.38858815517794965,UNSW-2018,ZZ-linear,ZZ,linear,2,0.002,6,789,1.8881352860480547,420
0.007835030431986063,0.04260085863401803,0.3221588484158894,UNSW-2018,ZZ-linear,ZZ,linear,2,0.002,6,1024,1.8855005300138146,420
0.00908420815453261,0.06006765297054599,0.3919393727589836,UNSW-2018,ZZ-linear,ZZ,linear,2,0.005,6,42,1.9153781270142645,420
0.00920676463445285,0.06251873498185449,0.3954871627803425,UNSW-2018,ZZ-linear,ZZ,linear,2,0.005,6,123,1.9706741811241955,420
0.009577856795486311,0.06474304279359963,0.4039514435541752,UNSW-2018,ZZ-linear,ZZ,linear,2,0.005,6,456,1.8912652949802577,420
0.018542018547895167,0.10550333302350998,0.43286650402834576,UNSW-2018,ZZ-linear,ZZ,linear,2,0.005,6,789,1.9984573051333427,420
0.00801869030910552,0.05665379189222245,0.3844731087951175,UNSW-2018,ZZ-linear,ZZ,linear,2,0.005,6,1024,1.9978931020013988,420
0.009520293560670513,0.09622814500329084,0.4967430859906884,UNSW-2018,ZZ-linear,ZZ,linear,2,0.01,6,42,1.9889553990215063,420
0.009819820424359338,0.09809318790204864,0.49363018805234554,UNSW-2018,ZZ-linear,ZZ,linear,2,0.01,6,123,1.9533053888007998,420
0.01000458082973144,0.10116098227297118,0.5038778914886974,UNSW-2018,ZZ-linear,ZZ,linear,2,0.01,6,456,1.967976626008749,420
0.018275145161236996,0.1512027558771861,0.5110649067135988,UNSW-2018,ZZ-linear,ZZ,linear,2,0.01,6,789,1.9353925839532167,420
0.008364839122900024,0.09272270474795868,0.49658712377686715,UNSW-2018,ZZ-linear,ZZ,linear,2,0.01,6,1024,1.925175643991679,420
0.010233492319810392,0.23283986300822754,0.6280418817987335,UNSW-2018,ZZ-linear,ZZ,linear,2,0.02,6,42,1.992195307975635,420
0.010849508906256139,0.23030866540825318,0.6203884310736979,UNSW-2018,ZZ-linear,ZZ,linear,2,0.02,6,123,1.9313339609652758,420
0.010769380897428292,0.23712255023343648,0.6319343057805926,UNSW-2018,ZZ-linear,ZZ,linear,2,0.02,6,456,2.0633989479392767,420
0.01627829369386113,0.3103123472671791,0.6155810449318925,UNSW-2018,ZZ-linear,ZZ,linear,2,0.02,6,789,2.179790530819446,420
0.008879657765261752,0.23041071714271347,0.6321000455002845,UNSW-2018,ZZ-linear,ZZ,linear,2,0.02,6,1024,2.083563626045361,420
0.004158795268357771,0.7856955687130482,0.6522840094375181,UNSW-2018,ZZ-linear,ZZ,linear,2,0.05,6,42,2.047590824076906,420
0.00440676539729082,0.7771217894690974,0.6506795459369599,UNSW-2018,ZZ-linear,ZZ,linear,2,0.05,6,123,1.9658924529794604,420
0.004439488509624866,0.7836450319538633,0.6569213313540929,UNSW-2018,ZZ-linear,ZZ,linear,2,0.05,6,456,1.9417590419761837,420
0.003304397371265585,0.8436612260146552,0.6441714481026326,UNSW-2018,ZZ-linear,ZZ,linear,2,0.05,6,789,1.9072026980575174,420
0.00337633084437938,0.7898337205020741,0.6537227655396579,UNSW-2018,ZZ-linear,ZZ,linear,2,0.05,6,1024,1.9596205069683492,420
0.0033398096654627986,0.023469282690517314,0.24505490621103027,UNSW-2018,ZZ-full,ZZ,full,2,0.0,6,42,6.875145670026541,420
0.003055480895309121,0.023803544605325255,0.25314589930296694,UNSW-2018,ZZ-full,ZZ,full,2,0.0,6,123,6.875116836978123,420
0.003091483294597041,0.02346417962553848,0.24935150141939383,UNSW-2018,ZZ-full,ZZ,full,2,0.0,6,456,7.172674296190962,420
0.006876417984900015,0.03362639722432326,0.2848451872018847,UNSW-2018,ZZ-full,ZZ,full,2,0.0,6,789,6.905392920831218,420
0.002864841928359979,0.02275479803407381,0.24778926755197506,UNSW-2018,ZZ-full,ZZ,full,2,0.0,6,1024,6.646706856088713,420
0.0016297822613137222,0.42914068130254474,0.6459736975237732,UNSW-2018,ZZ-full,ZZ,full,2,0.002,6,42,5.418436408042908,420
0.0015824543290774906,0.42504230617718175,0.641985540353259,UNSW-2018,ZZ-full,ZZ,full,2,0.002,6,123,5.329599504824728,420
0.0015733226204245612,0.42681474616794046,0.6412018255075779,UNSW-2018,ZZ-full,ZZ,full,2,0.002,6,456,5.420392421074212,420
0.0027827581286224267,0.4373789359909091,0.6446312703632086,UNSW-2018,ZZ-full,ZZ,full,2,0.002,6,789,5.445205393014476,420
0.0014056261573860364,0.4251760380713692,0.6451389277336574,UNSW-2018,ZZ-full,ZZ,full,2,0.002,6,1024,5.255734384991229,420
0.000559654173714373,0.8788344545132166,0.6433533893501395,UNSW-2018,ZZ-full,ZZ,full,2,0.005,6,42,5.262519311858341,420
0.0007509676976847722,0.8729825087881505,0.641225252590254,UNSW-2018,ZZ-full,ZZ,full,2,0.005,6,123,5.40421044989489,420
0.0006878142102034102,0.8772836972961562,0.6415942386982579,UNSW-2018,ZZ-full,ZZ,full,2,0.005,6,456,5.4516825310420245,420
0.0006022103896684019,0.884866209776107,0.6418766089483002,UNSW-2018,ZZ-full,ZZ,full,2,0.005,6,789,5.16111136903055,420
0.0005473453716378773,0.8760332723858275,0.6430801010025272,UNSW-2018,ZZ-full,ZZ,full,2,0.005,6,1024,5.505861270939931,420
2.044145743816709e-05,0.9918502569686338,0.640403419123948,UNSW-2018,ZZ-full,ZZ,full,2,0.01,6,42,5.880964923184365,420
2.542560566344414e-05,0.9909508591931656,0.6402370683670888,UNSW-2018,ZZ-full,ZZ,full,2,0.01,6,123,5.257244349922985,420
2.4995292986029657e-05,0.9917246516935797,0.640355561976552,UNSW-2018,ZZ-full,ZZ,full,2,0.01,6,456,5.205732770962641,420
2.0322638951221356e-05,0.9927586896912132,0.6402843744876974,UNSW-2018,ZZ-full,ZZ,full,2,0.01,6,789,5.49670165986754,420
2.171527992787394e-05,0.9915154279267359,0.6405010670189671,UNSW-2018,ZZ-full,ZZ,full,2,0.01,6,1024,5.341661934973672,420
2.581115791134402e-08,0.9997665575850158,0.6400122877012554,UNSW-2018,ZZ-full,ZZ,full,2,0.02,6,42,5.362705922918394,420
2.909637012070671e-08,0.9997419366207647,0.640009186149846,UNSW-2018,ZZ-full,ZZ,full,2,0.02,6,123,5.409949800930917,420
2.972692619991676e-08,0.999764690690182,0.6400143515801736,UNSW-2018,ZZ-full,ZZ,full,2,0.02,6,456,5.15625409106724,420
2.701513233899346e-08,0.9997903470512628,0.6400099764776092,UNSW-2018,ZZ-full,ZZ,full,2,0.02,6,789,5.0972445260267705,420
2.86788966279477e-08,0.9997531348174913,0.6400184027665893,UNSW-2018,ZZ-full,ZZ,full,2,0.02,6,1024,5.349830535007641,420
