status,dataset,model,device,entanglement,optimization_level,num_qubits,run_idx,seed,gpu_id,aggregate_depth,aggregate_two_qubit_gates,mean_readout_error,accuracy,balanced_accuracy,f1_score,mcc,roc_auc,g_mean,kernel_time,classifier_time,total_time,error,zz_reps,layout
success,IoT_Original_Distribution,QSVC,ideal,full,0,6.0,0,42,0.0,124.0,150.0,,0.9486666666666668,0.9271758019820582,0.9519950511580312,0.7496239879314855,0.9559647007864563,0.9267979757270468,86.7595079820021,0.2436368290218524,87.00314481102396,,2,best_healthy_path
failed,IoT_Original_Distribution,QSVC,ideal,full,0,,1,123,,,,,,,,,,,,,,Already mutably borrowed,2,best_healthy_path
failed,IoT_Original_Distribution,QSVC,ideal,full,0,,2,456,,,,,,,,,,,,,,Already mutably borrowed,2,best_healthy_path
success,IoT_Original_Distribution,QSVC,ideal,full,0,6.0,3,789,0.0,124.0,150.0,,0.9546666666666668,0.9368434236688428,0.9573529970495248,0.7754009734327173,0.9691732030748516,0.9365862514791116,326.70827678299975,1.278336012037471,327.9866127950372,,2,best_healthy_path
success,IoT_Original_Distribution,QSVC,ideal,full,0,6.0,4,1024,1.0,124.0,150.0,,0.9546666666666668,0.9241306968515648,0.9569284538432316,0.7673304473147916,0.9513879103846696,0.9233652273571288,333.2071818760014,0.168339947995264,333.3755218239967,,2,best_healthy_path
success,IoT_Original_Distribution,QSVC,ideal,full,0,6.0,5,2048,2.0,124.0,150.0,,0.9573333333333334,0.9128896403801292,0.9588164839803776,0.7701949411529486,0.9542999389413368,0.9112473468984996,333.51616510900203,0.1687314810114912,333.6848965900135,,2,best_healthy_path
success,IoT_Original_Distribution,QSVC,ideal,full,0,6.0,6,3072,0.0,124.0,150.0,,0.9533333333333334,0.907503953157046,0.9551979853699486,0.7522266687925445,0.9316403905666972,0.9057471708317208,321.97105855098926,1.618388300994411,323.58944685198367,,2,best_healthy_path
success,IoT_Original_Distribution,QSVC,ideal,full,0,6.0,7,4096,1.0,124.0,150.0,,0.9526666666666668,0.929383307500822,0.9554175125808768,0.7639370639604357,0.9582035184402384,0.9289408640807164,322.6853021340212,0.6053861320251599,323.29068826604635,,2,best_healthy_path
success,IoT_Original_Distribution,QSVC,ideal,full,0,6.0,8,5120,2.0,124.0,150.0,,0.944,0.9055312886509166,0.9473184081200012,0.7198216544876251,0.9582191745077472,0.9042911585540306,323.38560694799526,0.4537380799883976,323.83934502798365,,2,best_healthy_path
success,IoT_Original_Distribution,QSVC,ideal,full,0,6.0,9,6144,0.0,124.0,150.0,,0.9493333333333334,0.9339000829771578,0.9527833215788976,0.7563495715972772,0.9630934301922044,0.9337066558810696,350.04990895598894,0.0591700450167991,350.10907900100574,,2,best_healthy_path
