dataset,model,entanglement,optimization_level,device,num_qubits,n_runs,mean_readout_error,aggregate_depth,accuracy_mean,accuracy_std,accuracy_ci95,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_ci95,f1_score_mean,f1_score_std,f1_score_ci95,mcc_mean,mcc_std,mcc_ci95,roc_auc_mean,roc_auc_std,roc_auc_ci95,g_mean_mean,g_mean_std,g_mean_ci95,total_time_mean,total_time_std,total_time_ci95,zz_reps,layout
IoT_Original_Distribution,QSVC,full,0,FakeKolkataV2,6.0,5,0.00655,194.0,0.9562666666666664,0.002772884579078,0.0024305404977311,0.9320056988085732,0.010860438386841,0.0095195939713825,0.958555305141786,0.0024099222613053,0.0021123899987333,0.7780093102152706,0.0120966818133738,0.0106032091120606,0.970633392304521,0.0101905455796523,0.0089324070364137,0.9314433695662062,0.011276928728425,0.009884663851958,449.5337781631853,197.2381342408696,172.88684735978276,3,best_healthy_path
IoT_Original_Distribution,QSVC,full,0,FakeSherbrooke,6.0,5,0.0309244791666666,524.0,0.9562666666666668,0.0069856996786291,0.0061232357459108,0.9313700624677091,0.0092537001129674,0.0081112257784291,0.958588547347866,0.0059130258474673,0.0051829956770789,0.778614940088208,0.0240435269429572,0.0210750805800136,0.9665471586846814,0.0104155731776976,0.0091296524227825,0.9307620986156612,0.0096228502088148,0.0084348001040495,967.0663018184248,119.42987359698648,104.68489983557107,3,best_healthy_path
IoT_Original_Distribution,QSVC,full,0,ideal,6.0,4,,179.0,0.9526666666666668,0.0052493385826745,0.005144351811021,0.9325614892051416,0.0052471616424203,0.0051422184095719,0.9555509898640062,0.0044660882272285,0.004376766462684,0.7665049394478417,0.0183898701457052,0.0180220727427911,0.9693154123547248,0.0043755181703198,0.0042880078069134,0.932208541835995,0.0053691055675867,0.005261723456235,308.4595140167803,74.09084247257539,72.60902562312388,3,best_healthy_path
IoT_Original_Distribution,QVE,full,0,FakeKolkataV2,6.0,5,0.00655,198.0,0.9510666666666664,0.004258325179379,0.003732586591985,0.945662486496642,0.0113676414133615,0.0099641770260943,0.9546272122227376,0.0035645839975597,0.0031244956349802,0.7701512171742937,0.0151480320323152,0.0132778355050436,0.9747164947108584,0.0087097658382896,0.0076344463651482,0.9455440646699113,0.0114642367773041,0.0100488465957284,509.0238459727028,197.532166910062,173.14457835786342,3,best_healthy_path
IoT_Original_Distribution,QVE,full,0,FakeSherbrooke,6.0,5,0.0309244791666666,528.0,0.9506666666666664,0.0074087035902976,0.0064940150223964,0.94289919058131,0.0122535893274827,0.01074074461221,0.9542317570767772,0.0063843583475982,0.0055961368291156,0.7673573763248946,0.0279550249014217,0.0245036597089731,0.9742739498692716,0.0093176831450539,0.0081673093788166,0.9427790966787166,0.0123601799182715,0.0108341753844621,1013.9189072626176,124.18327281462412,108.85143795530524,3,best_healthy_path
IoT_Original_Distribution,QVE,full,0,ideal,6.0,5,,181.0,0.9541333333333332,0.0079638070181429,0.0069805846300849,0.9441767256900412,0.0090510578629334,0.0079336020147228,0.9571960676732092,0.0068165353066228,0.0059749566361213,0.779460500727492,0.0284143593227312,0.0249062840812309,0.9749544669369948,0.0087310365163981,0.007653090936562,0.9440407720184248,0.0091592189405896,0.0080284093794091,454.09075234343766,44.89874425939698,39.35548455320891,3,best_healthy_path
UNSW_2018_IoT_Botnet_Final_10_Best,QSVC,full,0,FakeKolkataV2,6.0,5,0.00655,194.0,0.9958666666666666,0.0010954451150103,0.000960199979171,0.9820753307120292,0.0040244382608612,0.0035275756688343,0.9958430392031412,0.0010914138216148,0.0009566663947117,0.97591427048201,0.0063527105111027,0.0055683962773276,0.9976686541167012,0.0021083062254947,0.0018480118867362,0.981918555913196,0.0040939065269084,0.0035884672887773,454.7198982032016,208.5016111854733,182.7597202033479,3,best_healthy_path
UNSW_2018_IoT_Botnet_Final_10_Best,QSVC,full,0,FakeSherbrooke,6.0,5,0.0309244791666666,524.0,0.996,0.0011547005383792,0.0010121396478088,0.98277463141133,0.0036471132381708,0.0031968357038982,0.9959787433844578,0.0011504215961196,0.0010083889895492,0.97669780414201,0.0066967941754503,0.0058699989069915,0.9980118628607944,0.0015982718760601,0.0014009470680674,0.9826317066742832,0.0037062346397776,0.003248657897282,964.2082068315708,121.91296409262212,106.86142461944088,3,best_healthy_path
UNSW_2018_IoT_Botnet_Final_10_Best,QSVC,full,0,ideal,6.0,5,,179.0,0.9950666666666668,0.0010110500592068,0.0008862244511283,0.9778795265162252,0.0063041771206098,0.0055258548848819,0.9950265515501264,0.0010218311377206,0.0008956744831039,0.9711968674628366,0.0059103716455482,0.0051806691665194,0.9943798279833652,0.0037629256911292,0.003298349794741,0.9776269355175704,0.0064697735539412,0.005671006558532,373.054916068865,3.514749902411446,3.080814124635476,3,best_healthy_path
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,full,0,FakeKolkataV2,6.0,5,0.00655,198.0,0.9950666666666668,0.0016733200530681,0.0014667296956153,0.9910173098824536,0.0009248268532063,0.0008106464787851,0.995097496276128,0.0016426841941303,0.0014398761812668,0.9718734908147362,0.0092052137370678,0.0080687255960914,0.9996021664407808,0.0003368490409591,0.0002952612026661,0.9910043378078592,0.000920382344896,0.0008067506954834,502.8480322948191,176.36520037929935,154.59091415008612,3,best_healthy_path
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,full,0,FakeSherbrooke,6.0,5,0.0309244791666666,528.0,0.9950666666666668,0.0016733200530681,0.0014667296956153,0.9910173098824536,0.0009248268532063,0.0008106464787851,0.995097496276128,0.0016426841941303,0.0014398761812668,0.9718734908147362,0.0092052137370678,0.0080687255960914,0.9996093810390052,0.000315076042179,0.0002761763277704,0.9910043378078592,0.000920382344896,0.0008067506954834,1005.09986951584,122.18448109649798,107.09941976670454,3,best_healthy_path
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,full,0,ideal,6.0,5,,181.0,0.9952,0.0008692269873603,0.0007619110475931,0.9898397843865788,0.0015360347411981,0.0013463938140712,0.995219707770089,0.0008514731826075,0.0007463491515927,0.972466311341922,0.0047626767649522,0.0041746702485065,0.9996124730096726,0.0002825015304565,0.0002476235093326,0.9898153004732088,0.0015515521233189,0.0013599953992031,453.396334321401,45.79639287299395,40.142308254614136,3,best_healthy_path
UNSW_NB15,QSVC,full,0,FakeKolkataV2,6.0,5,0.00655,194.0,0.8642666666666667,0.0138612168777973,0.0121498922903319,0.8589057496719779,0.0092541230180357,0.0081115964710656,0.8649808329006703,0.0129598840862195,0.0113598392645433,0.7111907811780908,0.024980948039553,0.0218967663998616,0.9493492865671684,0.0036977067573056,0.0032411828787166,0.8583459531707419,0.0090926271987908,0.0079700391441394,458.3496121552074,200.60883822693972,175.84139967177668,3,best_healthy_path
UNSW_NB15,QSVC,full,0,FakeSherbrooke,6.0,5,0.0309244791666666,524.0,0.8637333333333335,0.011865917579353,0.0104009353425545,0.8563925049951818,0.0061788648268668,0.0054160138164494,0.8641638938179732,0.0106252507284123,0.0093134428994299,0.7093173442203191,0.0193216683103013,0.0169361890019705,0.9495761003835272,0.0029302774621828,0.0025685014425635,0.8553654199480232,0.0069089231619872,0.0060559381618783,971.1799543245928,123.41551870821708,108.1784718095084,3,best_healthy_path
UNSW_NB15,QSVC,full,0,ideal,6.0,5,,179.0,0.8601333333333333,0.0077373552759755,0.006782090926354,0.857923738863995,0.0080748277103583,0.0070778985574484,0.8612718492225427,0.0075144494255179,0.0065867053337453,0.7043394755765534,0.0156835347163901,0.0137472243033039,0.9489488509470518,0.0025115923420131,0.0022015077537356,0.8577792790012347,0.0080752144420902,0.0070782375427575,375.40395922102033,0.5058243074865443,0.4433745541949742,3,best_healthy_path
