dataset,config,model,entanglement,optimization_level,optimization_name,optimization_description,noise_level,num_qubits,run_idx,seed,gpu_id,accuracy,f1_score,mcc,kernel_time,classifier_time,total_time
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,0,42,0,0.9966666666666667,0.9966400755284308,0.9805571131969575,276.1762813539244,0.36068021797109395,276.5369615718955
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,1,123,1,0.996,0.996,0.976810219993713,276.05219016899355,0.36294536804780364,276.41513553704135
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,2,456,2,0.996,0.9959615546218488,0.9766394448969591,275.63554643804673,0.10083735699299723,275.7363837950397
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,3,789,0,0.9973333333333333,0.9973163830309103,0.9844649139608554,271.5875351530267,1.2012235670117661,272.78875872003846
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,4,1024,1,0.9953333333333333,0.995340603358116,0.9730368435381365,281.2816431749379,0.07958349294494838,281.3612266678829
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,5,2048,2,0.9926666666666667,0.9926081661625477,0.9569943361344565,281.14824354695156,0.3353633269434795,281.48360687389504
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,6,3072,0,0.996,0.9959615546218488,0.9766394448969591,277.3276120459195,0.6658405199414119,277.99345256586093
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,7,4096,1,0.9906666666666667,0.9904504197573457,0.9449265089561836,278.2438504480524,0.37248765502590686,278.6163381030783
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,8,5120,2,0.9953333333333333,0.9952807936150397,0.9727117770954385,277.9110413120361,0.37690261704847217,278.2879439290846
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,9,6144,0,0.996,0.9959615546218488,0.9766394448969591,281.8242042630445,0.06457094696816057,281.8887752100127
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,10,7168,1,0.9993333333333333,0.9993322865173985,0.9961303958175565,277.86360871302895,1.0941400829469785,278.95774879597593
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,11,8192,2,0.9946666666666667,0.9945977654320335,0.9687739754174306,281.6897860210156,0.3315434859832749,282.0213295069989
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,12,9216,0,0.9933333333333333,0.9932247972929835,0.9608674205030172,274.4836488709552,1.2458821929758415,275.72953106393106
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,13,10240,1,0.9966666666666667,0.9966400755284308,0.9805571131969575,282.9807463870384,0.06660992803517729,283.04735631507356
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,14,11264,2,0.9946666666666667,0.9946832186168468,0.9693011272631611,282.87393178394996,0.33091055299155414,283.2048423369415
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,15,12288,0,0.996,0.9959615546218488,0.9766394448969591,279.73367623297963,0.07950514403637499,279.813181377016
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,16,13312,1,0.9946666666666667,0.994615406162465,0.968759465082397,276.4711848270381,1.200522504048422,277.6717073310865
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,17,14336,2,0.9933333333333333,0.9932247972929835,0.9608674205030172,279.5763019879814,0.3353615029482171,279.91166349092964
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,18,15360,0,0.9973333333333333,0.9973163830309103,0.9844649139608554,278.06375876197126,0.36409196408931166,278.42785072606057
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,19,16384,1,0.9946666666666667,0.9945977654320335,0.9687739754174306,277.6383739049779,0.5258896049344912,278.1642635099124
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,20,17408,2,0.994,0.9939124426101495,0.9648259030152229,278.477396339993,0.3289892850443721,278.80638562503736
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,21,18432,0,0.996,0.9959615546218488,0.9766394448969591,276.8540226588957,0.10136358300223947,276.95538624189794
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,22,19456,1,0.9966666666666667,0.9966400755284308,0.9805571131969575,277.40165221598,0.35937835508957505,277.76103057106957
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,23,20480,2,0.9966666666666667,0.9966400755284308,0.9805571131969575,277.14449924998917,0.35629337502177805,277.50079262501094
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,24,21504,0,0.9953333333333333,0.9952807936150397,0.9727117770954385,276.92527031200007,0.3666938570095226,277.2919641690096
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,25,22528,1,0.9966666666666667,0.9966400755284308,0.9805571131969575,276.6573534311028,0.3725077990675345,277.02986123017035
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,26,23552,2,0.9966666666666667,0.9966400755284308,0.9805571131969575,276.16960441996343,0.10896796407178044,276.2785723840352
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,27,24576,0,0.9946666666666667,0.9946327660618205,0.9688072542805272,275.9387619239278,0.36438244103919715,276.303144364967
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,28,25600,1,0.9953333333333333,0.9952807936150397,0.9727117770954385,274.8506320670713,0.8087642439641058,275.6593963110354
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0,6,29,26624,2,0.9966666666666667,0.9966400755284308,0.9805571131969575,275.6709791109897,0.37704020203091204,276.04801931302063
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0003,6,0,42,0,0.9966666666666667,0.9966400755284308,0.9805571131969575,225.82070903398562,0.04367130494210869,225.86438033892773
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0003,6,1,123,1,0.996,0.996,0.976810219993713,217.30175645696,1.0381968170404434,218.33995327400044
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0003,6,2,456,2,0.9973333333333333,0.9973163830309103,0.9844649139608554,216.9732630989747,0.8766168130096048,217.84987991198432
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0003,6,3,789,0,0.998,0.997990503452285,0.9883629768056863,226.47074802499264,0.3445718949660659,226.8153199199587
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0003,6,4,1024,1,0.9953333333333333,0.995340603358116,0.9730368435381365,225.24242463405244,0.8294475800357759,226.07187221408822
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0003,6,5,2048,2,0.9926666666666667,0.9926081661625477,0.9569943361344565,226.45765738002956,0.0842919530114159,226.54194933304098
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0003,6,6,3072,0,0.996,0.9959615546218488,0.9766394448969591,226.570844497066,0.0883461779449135,226.6591906750109
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0003,6,7,4096,1,0.9913333333333333,0.9911476417483018,0.9489280789420477,226.56543131696526,0.4002695180242881,226.96570083498955
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0003,6,8,5120,2,0.9953333333333333,0.9952807936150397,0.9727117770954385,226.55974200600758,0.3946217600023374,226.95436376600992
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0003,6,9,6144,0,0.996,0.9959615546218488,0.9766394448969591,223.2876775909681,0.7292760969139636,224.01695368788205
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0003,6,10,7168,1,0.9993333333333333,0.9993322865173985,0.9961303958175565,217.1646135279443,0.7902155909687281,217.95482911891304
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0003,6,11,8192,2,0.9946666666666667,0.9945977654320335,0.9687739754174306,226.062087874976,0.04665558796841651,226.1087434629444
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0003,6,12,9216,0,0.9933333333333333,0.9932247972929835,0.9608674205030172,218.40965021809097,1.1822112340014428,219.59186145209242
UNSW_2018_IoT_Botnet_Final_10_Best,6q_5k,QSVC,full,0,L0,baseline_unoptimized,0.0003,6,13,10240,1,0.9966666666666667,0.9966400755284308,0.9805571131969575,228.26670987298712,0.04689796990714967,228.31360784289427
