dataset,model,noise_level,num_qubits,comparison,mean_a,mean_b,mean_diff,t_stat,p_value,cohens_d,paired_runs,p_value_holm,significant_holm
IoT_Original_Distribution,QVE,0.05,6,4map_vs_3map,0.906,0.9239333333333335,0.01793333333333331,2.614280298732088,0.028073011240388142,1.1691416920406814,10,1.0,False
IoT_Original_Distribution,QWE,0.0,6,3map_vs_2map,0.953,0.9527999999999999,-0.00020000000000001129,-0.1547818111102839,0.8804088917127991,-0.03594110484255305,10,1.0,False
IoT_Original_Distribution,QWE,0.0,6,4map_vs_2map,0.953,0.9525333333333332,-0.0004666666666666708,-0.25965531702034256,0.8009717696890459,-0.10010788408440909,10,1.0,False
IoT_Original_Distribution,QWE,0.0,6,4map_vs_3map,0.9527999999999999,0.9525333333333332,-0.0002666666666666595,-0.20507577810739316,0.8420760433785588,-0.056035625077282936,10,1.0,False
IoT_Original_Distribution,QWE,0.002,6,3map_vs_2map,0.952,0.9534666666666667,0.0014666666666666717,1.2098386989261645,0.2571583471447525,0.31984613492034814,10,1.0,False
IoT_Original_Distribution,QWE,0.002,6,4map_vs_2map,0.952,0.9506,-0.0014000000000000123,-1.2527549711709831,0.24186556147789054,-0.29917012289154166,10,1.0,False
IoT_Original_Distribution,QWE,0.002,6,4map_vs_3map,0.9534666666666667,0.9506,-0.002866666666666684,-4.87226275617321,0.0008807549377898031,-0.6099785112911811,10,0.04756076664064937,True
IoT_Original_Distribution,QWE,0.01,6,3map_vs_2map,0.9380666666666666,0.9413333333333334,0.0032666666666666955,1.2323388643282636,0.24904483649700068,0.5040724270377164,10,1.0,False
IoT_Original_Distribution,QWE,0.01,6,4map_vs_2map,0.9380666666666666,0.9367333333333334,-0.001333333333333331,-0.8288684459933084,0.428612769519334,-0.23963602964250477,10,1.0,False
IoT_Original_Distribution,QWE,0.01,6,4map_vs_3map,0.9413333333333334,0.9367333333333334,-0.004600000000000026,-2.0173292362928534,0.07444228521085185,-0.8775205023282824,10,1.0,False
IoT_Original_Distribution,QWE,0.05,6,3map_vs_2map,0.906,0.9402666666666665,0.03426666666666663,13.470460151876662,2.860183443984402e-07,6.024172917559672,10,1.8305174041500174e-05,True
IoT_Original_Distribution,QWE,0.05,6,4map_vs_2map,0.906,0.9433333333333334,0.03733333333333331,19.609262116738158,1.0804589781213234e-08,8.76952861632759,10,7.022983357788602e-07,True
IoT_Original_Distribution,QWE,0.05,6,4map_vs_3map,0.9402666666666665,0.9433333333333334,0.0030666666666666733,1.516208898997222,0.16377300844170048,0.431629528748957,10,1.0,False
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,0.0,6,3map_vs_2map,0.9955333333333332,0.9960000000000001,0.0004666666666666708,0.7931590533305314,0.4480893696650443,0.2332613501962434,10,1.0,False
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,0.0,6,4map_vs_2map,0.9955333333333332,0.9954666666666666,-6.666666666667042e-05,-0.4285714285714577,0.6783097418055593,-0.028116077855778306,10,1.0,False
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,0.0,6,4map_vs_3map,0.9960000000000001,0.9954666666666666,-0.0005333333333333412,-0.8300573566393051,0.42797437382238945,-0.24913643956122528,10,1.0,False
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,0.002,6,3map_vs_2map,0.9953333333333333,0.9960000000000001,0.0006666666666666598,1.074172311059142,0.31069934398879506,0.31980107453341367,10,1.0,False
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,0.002,6,4map_vs_2map,0.9953333333333333,0.9954666666666666,0.00013333333333331865,0.6882472016116098,0.50864649159639,0.05392509613841535,10,1.0,False
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,0.002,6,4map_vs_3map,0.9960000000000001,0.9954666666666666,-0.0005333333333333412,-0.7844645405527485,0.452919745763832,-0.2452045288332507,10,1.0,False
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,0.01,6,3map_vs_2map,0.9912666666666666,0.9934,0.0021333333333333317,2.666666666666671,0.02576279166788663,0.9854580166777045,10,1.0,False
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,0.01,6,4map_vs_2map,0.9912666666666666,0.9931333333333331,0.001866666666666672,3.2796489996607416,0.009534613041300816,0.7955030560014366,10,0.4099883607759351,False
UNSW_2018_IoT_Botnet_Final_10_Best,QVE,0.01,6,4map_vs_3map,0.9934,0.9931333333333331,-0.0002666666666666595,-0.32732683535397805,0.7509058687700437,-0.10798110495980047,10,1.0,False
