status,dataset,model,device,entanglement,optimization_level,num_qubits,run_idx,seed,gpu_id,aggregate_depth,aggregate_two_qubit_gates,mean_readout_error,accuracy,balanced_accuracy,f1_score,mcc,roc_auc,g_mean,kernel_time,classifier_time,total_time,error,zz_reps,layout
success,UNSW_2018_IoT_Botnet_Final_10_Best,QVE,FakeKolkataV2,full,0,6.0,0,42,2.0,198.0,225.0,0.00655,0.996,0.9915331536554824,0.9960124139626352,0.976983222161292,0.9998969343110832,0.9915177928744048,444.14843146898784,1.186920665903017,445.33535213489085,,3,best_healthy_path
success,UNSW_2018_IoT_Botnet_Final_10_Best,QVE,FakeKolkataV2,full,0,6.0,1,123,0.0,198.0,225.0,0.00655,0.994,0.9904277741418492,0.994046009293192,0.965925857436708,0.9993146131687032,0.9904179391882704,416.7786554940976,1.1660837270319462,417.9447392211296,,3,best_healthy_path
success,UNSW_2018_IoT_Botnet_Final_10_Best,QVE,FakeKolkataV2,full,0,6.0,2,456,1.0,198.0,225.0,0.00655,0.9966666666666668,0.99190161349336,0.9966718595415116,0.9807427232544484,0.9998763211732998,0.9918841397529224,411.80361494096,1.190625820076093,412.99424076103605,,3,best_healthy_path
success,UNSW_2018_IoT_Botnet_Final_10_Best,QVE,FakeKolkataV2,full,0,6.0,3,789,2.0,198.0,225.0,0.00655,0.996,0.9915331536554824,0.9960124139626352,0.976983222161292,0.9997526423465996,0.9915177928744048,419.938508301042,0.4819068970391527,420.4204151980812,,3,best_healthy_path
success,UNSW_2018_IoT_Botnet_Final_10_Best,QVE,FakeKolkataV2,full,0,6.0,4,1024,0.0,198.0,225.0,0.00655,0.9926666666666668,0.989690854466094,0.992744784620667,0.9587324290599396,0.9991703212042196,0.9896840243492936,815.2435074639507,2.3019066950073466,817.545414158958,,3,best_healthy_path
success,UNSW_2018_IoT_Botnet_Final_10_Best,QVE,FakeSherbrooke,full,0,6.0,0,42,1.0,528.0,225.0,0.0309244791666666,0.996,0.9915331536554824,0.9960124139626352,0.976983222161292,0.9999072408799748,0.9915177928744048,874.2765045659617,1.9042633880162607,876.1807679539779,,3,best_healthy_path
success,UNSW_2018_IoT_Botnet_Final_10_Best,QVE,FakeSherbrooke,full,0,6.0,1,123,2.0,528.0,225.0,0.0309244791666666,0.994,0.9904277741418492,0.994046009293192,0.965925857436708,0.9993197664531488,0.9904179391882704,883.0074254721403,1.279637977015227,884.2870634491555,,3,best_healthy_path
success,UNSW_2018_IoT_Botnet_Final_10_Best,QVE,FakeSherbrooke,full,0,6.0,2,456,0.0,528.0,225.0,0.0309244791666666,0.9966666666666668,0.99190161349336,0.9966718595415116,0.9807427232544484,0.9998608613199624,0.9918841397529224,1014.6043473350584,2.182000135071576,1016.7863474701298,,3,best_healthy_path
success,UNSW_2018_IoT_Botnet_Final_10_Best,QVE,FakeSherbrooke,full,0,6.0,3,789,1.0,528.0,225.0,0.0309244791666666,0.996,0.9915331536554824,0.9960124139626352,0.976983222161292,0.9997320292088162,0.9915177928744048,1116.912722880952,3.277065731002949,1120.189788611955,,3,best_healthy_path
success,UNSW_2018_IoT_Botnet_Final_10_Best,QVE,FakeSherbrooke,full,0,6.0,4,1024,2.0,528.0,225.0,0.0309244791666666,0.9926666666666668,0.989690854466094,0.992744784620667,0.9587324290599396,0.9992270073331238,0.9896840243492936,1127.192990918993,0.8623891749884933,1128.0553800939815,,3,best_healthy_path
