dataset,config,optimization_level,optimization_name,optimization_description,run,seed,gpu_id,circuit_depth,total_gates,two_qubit_gates,accuracy,f1_score,mcc,training_time
UNSW_NB15,6q_5k,1,L1,qiskit_light,22,18432,0,127,198,144,0.86,0.8615661574618096,0.7077670809771981,237.95086242072284
UNSW_NB15,6q_5k,1,L1,qiskit_light,23,19456,1,127,198,144,0.8573333333333333,0.8594023517410964,0.7091777236102729,281.2003919137642
UNSW_NB15,6q_5k,1,L1,qiskit_light,24,20480,2,127,198,144,0.872,0.8726223124537287,0.725825733468318,281.44914463115856
UNSW_NB15,6q_5k,1,L1,qiskit_light,25,21504,0,127,198,144,0.8533333333333334,0.8548972741358245,0.6927868215411191,257.46795871760696
UNSW_NB15,6q_5k,1,L1,qiskit_light,26,22528,1,127,198,144,0.85,0.8513708353509467,0.683467002057487,269.9420779286884
UNSW_NB15,6q_5k,1,L1,qiskit_light,27,23552,2,127,198,144,0.8833333333333333,0.8838365661346347,0.7499389002358935,278.4804472629912
UNSW_NB15,6q_5k,1,L1,qiskit_light,28,24576,0,127,198,144,0.8586666666666667,0.8600187991948236,0.7025006462293059,273.36286641005427
UNSW_NB15,6q_5k,1,L1,qiskit_light,29,25600,1,127,198,144,0.838,0.8400698604354645,0.6641047317144095,177.76380268996581
UNSW_NB15,6q_5k,1,L1,qiskit_light,30,26624,2,127,198,144,0.8686666666666667,0.8695882749964906,0.720734626130475,177.97761173313484
UNSW_NB15,6q_5k,2,L2,qiskit_medium,1,42,0,124,196,142,0.84,0.8422234156820623,0.6711940496068474,280.32820397103205
UNSW_NB15,6q_5k,2,L2,qiskit_medium,2,123,1,124,196,142,0.8633333333333333,0.8647267191625765,0.7135992612577958,274.0535521809943
UNSW_NB15,6q_5k,2,L2,qiskit_medium,3,456,2,124,196,142,0.8606666666666667,0.8617317925925926,0.7043319056602995,279.8306858013384
UNSW_NB15,6q_5k,2,L2,qiskit_medium,4,789,0,124,196,142,0.842,0.8437057143838474,0.6689472224372437,248.13657066505402
UNSW_NB15,6q_5k,2,L2,qiskit_medium,5,1024,1,124,196,142,0.882,0.8779883524351422,0.7439252184215775,280.0954187088646
UNSW_NB15,6q_5k,2,L2,qiskit_medium,6,2048,2,124,196,142,0.84,0.8429026117694226,0.6854792101608954,281.47434415575117
UNSW_NB15,6q_5k,2,L2,qiskit_medium,7,3072,0,124,196,142,0.8533333333333334,0.8553542293684637,0.6986250392624257,232.7859682966955
UNSW_NB15,6q_5k,2,L2,qiskit_medium,8,4096,1,124,196,142,0.8506666666666667,0.8522984424660661,0.6875497649158131,274.9311151923612
UNSW_NB15,6q_5k,2,L2,qiskit_medium,9,5120,2,124,196,142,0.8446666666666667,0.8466870118074479,0.6786644351442488,270.48982343496755
UNSW_NB15,6q_5k,2,L2,qiskit_medium,10,6144,0,124,196,142,0.8913333333333333,0.8869336170810926,0.7685826740333161,236.2854167423211
UNSW_NB15,6q_5k,2,L2,qiskit_medium,11,7168,1,124,196,142,0.87,0.8712541446283778,0.7269830053436579,277.962215279229
UNSW_NB15,6q_5k,2,L2,qiskit_medium,12,8192,2,124,196,142,0.8626666666666667,0.8634740622419885,0.706735634561237,269.1002245708369
UNSW_NB15,6q_5k,2,L2,qiskit_medium,13,9216,0,124,196,142,0.8566666666666667,0.8528732494917044,0.683984458163434,240.15561685711145
UNSW_NB15,6q_5k,2,L2,qiskit_medium,14,10240,1,124,196,142,0.8633333333333333,0.8645351852070563,0.7116771416608624,269.56770689506084
UNSW_NB15,6q_5k,2,L2,qiskit_medium,15,11264,2,124,196,142,0.85,0.8516480836613493,0.6865539831553475,269.6936586331576
