comparison,dataset,quantum,classical,n_pairs,q_acc,c_acc,delta_pp,sd_diff,t_paired,p_paired,p_wilcoxon,cohens_dz,shapiro_p,p_holm,p_wilcoxon_holm
vs_best_classical,IoT,QSVC/full,RandomForest,30,95.54444444444445,98.21555555555554,-2.671111111111104,0.7988849189122216,-18.313373735360145,1.7621347669417322e-17,1.7333066441991056e-06,-3.3435492996264653,0.59190514716515,3.5242695338834644e-17,5.196648699432342e-06
vs_best_classical,UNSW-2018,QWE/full,GradientBoost,30,99.61777777777776,99.71777777777775,-0.0999999999999981,0.1955442351303722,-2.8010161339708177,0.00897619951531895,0.010993983220376381,-0.5113932401705764,0.5491631389173359,0.00897619951531895,0.010993983220376381
vs_best_classical,UNSW-NB15,QVE/full,RandomForest,30,88.76555555555555,91.08888888888889,-2.323333333333331,0.6471955415216658,-19.662404847202342,2.6030406141151142e-18,1.732216233144114e-06,-3.589847556537214,0.19900514088607846,7.809121842345342e-18,5.196648699432342e-06
vs_classical_kernel,IoT,QSVC/full,RBF-SVM,30,95.54444444444445,92.18222222222221,3.3622222222222304,1.32952713436835,13.851277697549055,2.5739725501942805e-14,1.7333066441991056e-06,2.528885748405279,0.7159123170025052,7.721917650582841e-14,5.138059679833056e-06
vs_classical_kernel,UNSW-2018,QWE/full,LinearSVM,30,99.61777777777776,98.56888888888888,1.0488888888888903,0.4565180002438184,12.584391074484344,2.8294716666658437e-13,1.712686559944352e-06,2.297584954653917,0.40597906925578126,5.658943333331687e-13,5.138059679833056e-06
vs_classical_kernel,UNSW-NB15,QVE/full,RBF-SVM,30,88.76555555555555,86.02222222222221,2.7433333333333327,1.4195177530911678,10.585183215570554,1.788368325324884e-11,1.732216233144114e-06,1.9325812074976871,0.00220597176996849,1.788368325324884e-11,5.138059679833056e-06
