dataset,model,entanglement,noise_level,n,mean_delta_pp,ci90_lo,ci90_hi,p_t,p_wilcoxon,shapiro_W,shapiro_p,p_tost_1pp,p_tost_0p5pp,p_t_holm,p_wilcoxon_holm,sig_t_holm,sig_w_holm,equiv_1pp,equiv_0p5pp
UNSW-NB15,QSVC,full,0.0003,30,-0.055555555555556836,-0.17941423023137526,0.0683031191202616,0.4521390278934233,0.26956571489403647,0.8420647147660031,0.00042482461453546947,6.880426899474079e-14,6.105057143858553e-07,1.0,1.0,False,False,True,True
UNSW-NB15,QSVC,full,0.0005,30,0.028888888888889408,-0.10164848736966897,0.1594262651474478,0.7096319540252404,0.675721758807148,0.8512705430380474,0.0006592717932864209,1.2679944774373746e-13,5.545278986024714e-07,1.0,1.0,False,False,True,True
UNSW-NB15,QSVC,full,0.001,30,0.06000000000000005,-0.08936586764387089,0.209365867643871,0.5003160977600826,0.7644003080181461,0.7549511204445419,1.0959838135224167e-05,7.062077393263474e-12,1.2498853861903274e-05,1.0,1.0,False,False,True,True
UNSW-NB15,QSVC,full,0.002,30,-0.06888888888889018,-0.18339210915223614,0.045614331374455794,0.3151147595718764,0.5312372827541909,0.8384854876542872,0.0003592391007665642,1.3705941028700722e-14,2.6939555402305405e-07,1.0,1.0,False,False,True,True
UNSW-NB15,QSVC,full,0.005,30,0.2599999999999991,0.012758418418947093,0.5072415815810511,0.08442725061598076,0.005466151182256868,0.8183880568265525,0.000144522734723142,9.999350829386172e-06,0.05493300283540366,1.0,0.3115706173886415,False,False,True,False
UNSW-NB15,QSVC,full,0.008,30,0.49333333333333385,-0.3176632424325181,1.3043299090991858,0.30987190594098946,0.2638214793328103,0.8513645373539342,0.0006622777304190161,0.14860664480591454,0.4944758196408786,1.0,1.0,False,False,False,False
UNSW-NB15,QSVC,full,0.01,30,-0.015555555555553902,-1.3083883535235163,1.2772772424124084,0.9838290847143614,0.5234518001991806,0.729345858400428,4.295919188517673e-06,0.1029684087834705,0.2646607174138061,1.0,1.0,False,False,False,False
UNSW-NB15,QSVC,full,0.02,30,3.7511111111111104,1.8766881427739384,5.625534079448283,0.0019789200604401875,0.0028648155524898344,0.8003864329336683,6.66320831366792e-05,0.9907057823352127,0.9968635685203959,0.11675628356597106,0.1661593020444104,False,False,False,False
UNSW-NB15,QSVC,full,0.05,30,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,1.0,1.0,False,False,True,True
UNSW-NB15,QSVC,linear,0.0,30,0.21555555555555586,-0.14807384546241606,0.5791849565735278,0.32215781082799033,0.26320253153738693,0.7244959685026429,3.6183810239308403e-06,0.0004920008362752403,0.09708547928942127,1.0,1.0,False,False,True,False
UNSW-NB15,QSVC,linear,0.0003,30,-0.2755555555555552,-0.5391601794456973,-0.011950931665413222,0.08620106371781153,0.1679565842324926,0.48032159144261743,3.339736544424652e-09,3.1748067726756754e-05,0.07935062275830188,1.0,1.0,False,False,True,False
UNSW-NB15,QSVC,linear,0.0005,30,0.10222222222222206,-0.09176356517191096,0.2962080096163551,0.3779627139324713,0.6858304344516057,0.34702163462320845,1.7946052258927072e-10,5.6633127621229874e-09,0.0007946331860061595,1.0,1.0,False,False,True,True
UNSW-NB15,QSVC,linear,0.001,30,-0.11555555555555579,-0.44951172446610027,0.21840061335498867,0.5611287300435281,0.34596459440308147,0.6696248377815257,5.805726092388812e-07,5.077555307822167e-05,0.03007927778389606,1.0,1.0,False,False,True,True
UNSW-NB15,QSVC,linear,0.002,30,0.011111111111110258,-0.3107528608692149,0.33297508309143536,0.9536285893605332,0.8588323362422003,0.6381126174157583,2.2028992231500163e-07,6.874064434854637e-06,0.007590894578734319,1.0,1.0,False,False,True,True
UNSW-NB15,QSVC,linear,0.005,30,-0.03333333333333336,-0.23242321982157363,0.16575655315490692,0.7780623032787987,0.6093677710590218,0.5275322386114571,1.0603158402687108e-08,2.1369106231133197e-09,0.00020961870247978995,1.0,1.0,False,False,True,True
UNSW-NB15,QSVC,linear,0.008,30,0.10222222222222244,-0.1396144256027395,0.3440588700471844,0.4783769467065353,0.6001794871405538,0.5309808715832631,1.157041527277732e-08,3.435900855918406e-07,0.004556784990198029,1.0,1.0,False,False,True,True
UNSW-NB15,QSVC,linear,0.01,30,0.05555555555555499,-0.03303731965651973,0.1441484307676297,0.2954396507734539,0.39718047121992006,0.6377739223808011,2.1806995222665797e-07,1.1815122921807076e-17,1.082986124651536e-09,1.0,1.0,False,False,True,True
UNSW-NB15,QSVC,linear,0.02,30,0.0955555555555554,-0.04593372961351044,0.23704484072462123,0.2605478946626364,0.3454475304692257,0.41993099584551963,8.397696423044999e-10,4.901242730150905e-12,1.8875925263767058e-05,1.0,1.0,False,False,True,True
UNSW-NB15,QSVC,linear,0.05,30,-0.39111111111111063,-0.7939577352504374,0.011735513028216127,0.10981067518432101,0.17295491798842066,0.41176365576133733,7.020043559114628e-10,0.007819703765438503,0.32473163562544144,1.0,1.0,False,False,True,False
UNSW-NB15,QVE,full,0.0,30,0.05555555555555647,-0.04504254272262222,0.15615365383373514,0.35581599391574015,0.34426654809108104,0.742368832438633,6.871892543613959e-06,3.399300332413367e-16,1.4169798032217192e-08,1.0,1.0,False,False,True,True
UNSW-NB15,QVE,full,0.0003,30,0.09555555555555466,-0.02908654175307497,0.2201976528641843,0.20295520076415535,0.12052807945530404,0.8102690050191735,0.0001014587464482072,2.339708950042083e-13,3.048107209491801e-06,1.0,1.0,False,False,True,True
UNSW-NB15,QVE,full,0.0005,30,-0.013333333333333345,-0.16191213447242922,0.13524546780576255,0.8798657246066286,0.9552997932826734,0.8915165235699032,0.005241370386629231,1.9914042019790976e-12,2.638928773019412e-06,1.0,1.0,False,False,True,True
UNSW-NB15,QVE,full,0.001,30,-0.09999999999999935,-0.22201918619927083,0.022019186199272123,0.17435449504555373,0.716933033551757,0.7146455438222181,2.5669312640958852e-06,1.566133525058227e-13,2.6056933907836836e-06,1.0,1.0,False,False,True,True
UNSW-NB15,QVE,full,0.002,30,-0.15555555555555545,-0.33587660674594916,0.024765495634838264,0.15347141147717844,0.11578530146699474,0.947067216007299,0.14102063080325167,4.467046511121671e-09,0.0014762610807734665,1.0,1.0,False,False,True,True
UNSW-NB15,QVE,full,0.005,30,0.2244444444444456,0.04030734419183246,0.40858154469705876,0.04735598259321782,0.060611737450718545,0.6893933093790832,1.0975765476290152e-06,3.538852951747761e-08,0.00829880111340455,1.0,1.0,False,False,True,True
UNSW-NB15,QVE,full,0.008,30,-0.11333333333333308,-0.5188952663008165,0.2922285996341503,0.6384737644923455,0.4836147703246019,0.6258301095047638,1.5313564861208151e-07,0.00043141462020362346,0.058032547068063156,1.0,1.0,False,False,True,False
UNSW-NB15,QVE,full,0.01,30,0.20666666666666647,-0.22712197418753013,0.6404553075208631,0.42481871968005913,0.5589743996708731,0.8986016507955362,0.007763896765102834,0.0020992269573643875,0.12997827256060196,1.0,1.0,False,False,True,False
UNSW-NB15,QVE,full,0.02,30,0.3466666666666651,-0.007374503204032823,0.7007078365373631,0.10693637320977525,0.1420983043065024,0.9523687062926913,0.19557511973596697,0.001955265741429452,0.23385640228315024,1.0,1.0,False,False,True,False
UNSW-NB15,QVE,full,0.05,30,0.0444444444444451,0.0033206143235233604,0.08556827456536684,0.07658087457150811,0.07332580358503951,0.8200817808460207,0.00015574579768171514,4.604056517366049e-27,4.223678849475016e-18,1.0,1.0,False,False,True,True
UNSW-NB15,QVE,linear,0.0,30,-0.10888888888888874,-0.37702838428957974,0.15925060651180223,0.49567987217942044,0.25442490905724924,0.6944254936374615,1.2957169169050838e-06,2.1075325956017025e-06,0.009631408192670828,1.0,1.0,False,False,True,True
UNSW-NB15,QVE,linear,0.0003,30,0.04222222222222238,-0.26718443370362327,0.35162887814806804,0.8182703970366118,0.9095064231278961,0.814886843358856,0.00012395566444008398,6.162459234448435e-06,0.008872357967718595,1.0,1.0,False,False,True,True
UNSW-NB15,QVE,linear,0.0005,30,-0.01333333333333336,-0.3597098197528472,0.3330431530861805,0.9482997251771066,0.8784817434328712,0.7548546176332307,1.0920119639881337e-05,1.978283871280271e-05,0.011855393789391397,1.0,1.0,False,False,True,True
UNSW-NB15,QVE,linear,0.001,30,-0.18444444444444377,-0.5112017072637727,0.1423128183748851,0.3454344261790123,0.3633911924921729,0.8625691263807934,0.00114975399987831,0.00010364024784782843,0.055812888247571836,1.0,1.0,False,False,True,False
UNSW-NB15,QVE,linear,0.002,30,0.18222222222222245,-0.18637222141994286,0.5508166658643878,0.40778147699454825,0.5869821405712912,0.7850390846622839,3.54108394825597e-05,0.00037236888500359546,0.07685654191080336,1.0,1.0,False,False,True,False
UNSW-NB15,QVE,linear,0.005,30,-0.18666666666666648,-0.40223520695009585,0.028901873616762885,0.15197357054405528,0.12578642463894,0.6706433286217568,5.995962932319809e-07,2.597546132778796e-07,0.009824871335054162,1.0,1.0,False,False,True,True
UNSW-NB15,QVE,linear,0.008,30,-0.09333333333333267,-0.4619544513452916,0.2752877846786263,0.6702217915620678,0.47011900458291445,0.8122872021744403,0.00011070570354109647,0.00012271622569901062,0.03548384951812441,1.0,1.0,False,False,True,True
UNSW-NB15,QVE,linear,0.01,30,-0.17777777777777745,-0.5966910418152275,0.2411354862596726,0.4766379250439571,0.4772893402694306,0.7754840594977855,2.4177977195054508e-05,0.0011725286884406003,0.1007503039565586,1.0,1.0,False,False,True,False
UNSW-NB15,QVE,linear,0.02,30,-0.11555555555555652,-0.4220623692774409,0.19095125816632785,0.5268223610103637,0.755540778078535,0.7132552909984179,2.4468808107994855e-06,1.661065748469798e-05,0.020838591250119182,1.0,1.0,False,False,True,True
UNSW-NB15,QVE,linear,0.05,30,-0.020000000000000018,-0.12001977449574677,0.08001977449574674,0.7364871212478797,0.7980880885473997,0.7253846132582883,3.7334966156193226e-06,1.1082055024095469e-16,2.7162240698368383e-09,1.0,1.0,False,False,True,True
UNSW-NB15,QWE,full,0.0,30,0.09777777777777737,-0.013888800208005148,0.20944435576355988,0.14759913131645758,0.07961580146011343,0.32942289043812556,1.2587208357374105e-10,1.6125773840975777e-14,5.729115657788371e-07,1.0,1.0,False,False,True,True
UNSW-NB15,QWE,full,0.0003,30,0.08888888888888798,-0.061753514264833595,0.23953129204260953,0.3243484970896643,0.8192005534058834,0.7549651760352304,1.0965635883731703e-05,1.770483436162381e-11,3.4747535507308484e-05,1.0,1.0,False,False,True,True
UNSW-NB15,QWE,full,0.0005,30,-0.10666666666666491,-0.2679263308661264,0.05459299753279656,0.27027186696266203,0.5074864762197694,0.6398025964471166,2.3172949302114688e-07,1.2791238766957243e-10,0.0001349730691082129,1.0,1.0,False,False,True,True
UNSW-NB15,QWE,full,0.001,30,-0.05333333333333375,-0.17993801844122756,0.07327135177456004,0.4798561551394216,0.20493690744296866,0.7403043675704686,6.373080080307912e-06,1.1179871708417322e-13,8.083008986799953e-07,1.0,1.0,False,False,True,True
UNSW-NB15,QWE,full,0.002,30,0.06000000000000005,-0.04975043248690661,0.16975043248690672,0.3606066473897418,0.7457261253932579,0.5965474436290856,6.625272368140829e-08,3.656652773221404e-15,8.823900412049463e-08,1.0,1.0,False,False,True,True
UNSW-NB15,QWE,full,0.005,30,0.24222222222222178,0.11148163382732396,0.3729628106171196,0.003788792966303648,0.0005962764600684454,0.7306056709947544,4.493082881014526e-06,4.6634917782360975e-11,0.0011273474237889958,0.21974999204561158,0.03518031114403828,False,True,True,True
UNSW-NB15,QWE,full,0.008,30,0.01777777777777767,-0.2788499424770438,0.31440549803259915,0.9195895276377338,0.12350697355997106,0.7185885344016504,2.942613897701044e-06,2.2299339969619695e-06,0.00492987215893329,1.0,1.0,False,False,True,True
UNSW-NB15,QWE,full,0.01,30,0.32666666666666655,0.10602984684684197,0.5473034864864912,0.017673020538178905,0.013893745258263345,0.7905031686573396,4.4224973022153134e-05,7.576598477564805e-06,0.09615676753918599,0.9896891501380187,0.7780497344627474,False,False,True,False
UNSW-NB15,QWE,full,0.02,30,-1.0666666666666653,-1.740454833305023,-0.3928785000283078,0.011730531455539971,0.02495317518042927,0.8758960062529058,0.002272435314546319,0.5661708216145898,0.9181549578778525,0.6686402929657783,1.0,False,False,False,False
UNSW-NB15,QWE,full,0.05,30,8.47777777777778,6.636240584394234,10.319314971161326,1.2590680191730797e-08,5.852195287368591e-06,0.9566176423887218,0.2532389150749617,0.9999999301298513,0.9999999792897104,7.554408115038478e-07,0.00035113171724211544,True,True,False,False
UNSW-NB15,QWE,linear,0.0,30,-0.10888888888888837,-0.42452491552730864,0.2067471377495319,0.5622969545037508,0.4445867389117455,0.6602027004956292,4.3205798777531045e-07,2.2292784653476338e-05,0.022015687237667336,1.0,1.0,False,False,True,True
UNSW-NB15,QWE,linear,0.0003,30,0.21333333333333426,-0.1416646725779518,0.5683313392446203,0.3156607493597208,0.3738398566319153,0.6155125437093999,1.1347381633293367e-07,0.00037691323984116455,0.09028100652538011,1.0,1.0,False,False,True,False
UNSW-NB15,QWE,linear,0.0005,30,0.004444444444443585,-0.19890998721458014,0.2077988761034673,0.9706313946500384,0.33225105409665223,0.5299529616246892,1.127273631447887e-08,1.8019620066531527e-09,0.00013637459552369726,1.0,1.0,False,False,True,True
UNSW-NB15,QWE,linear,0.001,30,-0.22000000000000058,-0.5892826916117717,0.1492826916117705,0.31978818517684293,0.3980713915205135,0.6436429315608119,2.601248805943595e-07,0.0006028866223825597,0.10390895411067015,1.0,1.0,False,False,True,False
UNSW-NB15,QWE,linear,0.002,30,0.015555555555554953,-0.35803664101040106,0.3891477521215109,0.944084034930808,0.9187600955117996,0.6255135221207992,1.5172206162457888e-07,5.404856317216778e-05,0.017835226223393258,1.0,1.0,False,False,True,True
UNSW-NB15,QWE,linear,0.005,30,-0.26888888888888923,-0.529610328882032,-0.008167448895746554,0.09028167914228652,0.08113063648894811,0.5517752259471878,1.9764368613519128e-08,2.4387410854764603e-05,0.07142162015536882,1.0,1.0,False,False,True,False
UNSW-NB15,QWE,linear,0.008,30,-0.34666666666666696,-0.6377973663049341,-0.055535967028399746,0.05235101427349441,0.06397378298732984,0.6700599578313766,5.886205958677187e-07,0.00033150583500477003,0.18910422145636352,1.0,1.0,False,False,True,False
UNSW-NB15,QWE,linear,0.01,30,0.10666666666666601,-0.21795847883842062,0.43129181217175266,0.5809207098657301,0.7535516091563128,0.7640437697554832,1.5486031807369195e-05,3.1204171083389996e-05,0.024300003154378757,1.0,1.0,False,False,True,True
UNSW-NB15,QWE,linear,0.02,30,-0.03777777777777843,-0.3409827365116106,0.2654271809560538,0.8338199654926521,0.645387747869369,0.5314324960013,1.170381502608393e-08,4.265803620010973e-06,0.007425557806319672,1.0,1.0,False,False,True,True
UNSW-NB15,QWE,linear,0.05,30,-0.5022222222222221,-1.0106561665584444,0.006211722114000118,0.10402124170269972,0.08052032809405571,0.7917755358695234,4.6594615412433316e-05,0.0534903261096456,0.5029372543509925,1.0,1.0,False,False,False,False
