dataset,model,condition,n_runs,accuracy_mean,accuracy_std,mcc_mean,mcc_std,offdiag_mean_mean,offdiag_mean_std,offdiag_var_mean,offdiag_var_std,frob_rel_err_vs_ideal_mean,frob_rel_err_vs_ideal_std
UNSW-NB15,QSVC,ideal,2,0.59375,0.13258252147247765,0.24019223070763068,0.3396831102433787,0.004763499325700591,0.0031657116821213263,0.002071118029175283,0.0027491457781498403,0.0,0.0
UNSW-NB15,QSVC,raw,2,0.625,0.08838834764831845,0.2519763153394848,0.1781741612749496,0.0009664601293103449,5.079790094730952e-05,4.5571369418601474e-07,1.8853990924825838e-08,0.1927981878874142,0.18568334319247556
UNSW-NB15,QSVC,zne_linear,2,0.625,0.08838834764831845,0.2519763153394848,0.1781741612749496,0.0009687518708093872,5.2583764652488396e-05,4.6027361007051845e-07,1.9082367559378123e-08,0.19279107371016846,0.18567806876557608
UNSW-NB15,QSVC,zne_richardson,2,0.625,0.0,0.25409944487358055,0.00579749053841847,0.0009888396866020114,5.0897115597597233e-05,5.302813963777308e-07,1.6075272422526094e-08,0.19272506088316624,0.18560773687548923
UNSW-NB15,QVE,ideal,2,0.6875,0.1767766952966369,0.46619937610520157,0.29415710878774076,0.004763499325700591,0.0031657116821213263,0.002071118029175283,0.0027491457781498403,0.0,0.0
UNSW-NB15,QVE,raw,2,0.6875,0.1767766952966369,0.46619937610520157,0.29415710878774076,0.0009664601293103449,5.079790094730952e-05,4.5571369418601474e-07,1.8853990924825838e-08,0.1927981878874142,0.18568334319247556
UNSW-NB15,QVE,zne_linear,2,0.6875,0.1767766952966369,0.46619937610520157,0.29415710878774076,0.0009687518708093872,5.2583764652488396e-05,4.6027361007051845e-07,1.9082367559378123e-08,0.19279107371016846,0.18567806876557608
UNSW-NB15,QVE,zne_richardson,2,0.6875,0.1767766952966369,0.46619937610520157,0.29415710878774076,0.0009888396866020114,5.0897115597597233e-05,5.302813963777308e-07,1.6075272422526094e-08,0.19272506088316624,0.18560773687548923
