dataset,seed,model,condition,accuracy,mcc,offdiag_mean,offdiag_var,frob_rel_err_vs_ideal
UNSW-NB15,42,QSVC,ideal,0.75,0.5773502691896258,0.0019020578420188194,2.3367855965810443e-06,0.0
UNSW-NB15,42,QVE,ideal,0.5,0.0,0.0019020578420188194,2.3367855965810443e-06,0.0
UNSW-NB15,42,QSVC,raw,0.5,0.0,0.001006155303030303,2.802348771808999e-06,0.007397108608451346
UNSW-NB15,42,QVE,raw,0.5,0.0,0.001006155303030303,2.802348771808999e-06,0.007397108608451346
UNSW-NB15,42,QSVC,zne_linear,0.5,0.0,0.0014500473484848476,6.018043987459818e-06,0.008890074279890319
UNSW-NB15,42,QVE,zne_linear,0.5,0.0,0.0014500473484848476,6.018043987459818e-06,0.008890074279890319
UNSW-NB15,42,QSVC,zne_richardson,0.5,0.0,0.0014500473484848485,6.018043987459826e-06,0.00889007427989032
UNSW-NB15,42,QVE,zne_richardson,0.5,0.0,0.0014500473484848485,6.018043987459826e-06,0.00889007427989032
